Player,income,adj_income,season
James Anderson,1463520,1978243,2012
James Harden,4604760,6224265,2012
James Johnson,1833120,2477832,2012
James Jones,1500000,2027553,2012
James Posey,7595600,10266991,2012
Jan Vesely,3065040,4143022,2012
Jannero Pargo,1223166,1653356,2012
Jared Dudley,4250000,5744735,2012
Jared Jeffries,1229255,1661587,2012
Jarrett Jack,5000000,6758512,2012
Jason Collins,1352181,1827746,2012
Jason Kapono,1223166,1653356,2012
Jason Kidd,10121000,13680581,2012
Jason Maxiell,5000000,6758512,2012
Jason Richardson,5395000,7292435,2012
Jason Smith,2500000,3379256,2012
Jason Terry,11158000,15082296,2012
Jason Thompson,3001284,4056843,2012
Jeff Adrien,270427,365536,2012
Jeff Ayres,1500000,2027553,2012
Jeff Foote,225341,304594,2012
Jeff Foster,3000000,4055107,2012
Jeff Teague,1579920,2135581,2012
Jeremy Evans,762195,1030260,2012
Jeremy Lin,762195,1030260,2012
Jeremy Pargo,1000000,1351702,2012
Jeremy Tyler,650000,878606,2012
Jermaine O'Neal,6226200,8415970,2012
Jerome Jordan,473604,640171,2012
Jerry Stackhouse,1352181,1827746,2012
Jerryd Bayless,3042280,4112257,2012
Jimmer Fredette,2238360,3025596,2012
Jimmy Butler,1020960,1380034,2012
Joakim Noah,12000000,16220430,2012
Jodie Meeks,854389,1154879,2012
Joe Johnson,18038573,24382784,2012
Joel Anthony,3600000,4866129,2012
Joel Przybilla,1145027,1547735,2012
Johan Petro,3250000,4393033,2012
John Lucas,915852,1237959,2012
John Salmons,8500000,11489471,2012
John Wall,5530080,7475023,2012
Jon Brockman,1000000,1351702,2012
Jon Leuer,473604,640171,2012
Jonas Jerebko,4500000,6082661,2012
Jonny Flynn,3414720,4615685,2012
Jordan Crawford,1120440,1514501,2012
Jordan Farmar,4000000,5406810,2012
Jordan Hamilton,1073286,1450763,2012
Jordan Hill,2855760,3860138,2012
Jordan Williams,473604,640171,2012
Jose Calderon,9780992,13220991,2012
Jose Juan Barea,4300000,5812320,2012
Josh Childress,6000000,8110215,2012
Josh Davis,314041,424490,2012
Josh Harrellson,473604,640171,2012
Josh Howard,2150000,2906160,2012
Josh McRoberts,3000000,4055107,2012
Josh Selby,550000,743436,2012
Josh Smith,12400000,16761111,2012
Jrue Holiday,1741440,2353908,2012
Julyan Stone,473604,640171,2012
Justin Harper,473604,640171,2012
Juwan Howard,1352181,1827746,2012
Kawhi Leonard,1731960,2341094,2012
Keith Bogans,848266,1146603,2012
Kemba Walker,2356320,3185043,2012
Kendrick Perkins,7123626,9629023,2012
Kenneth Faried,1254720,1696008,2012
Kenyon Martin,2500000,3379256,2012
Kevin Durant,15506632,20960353,2012
Kevin Garnett,21247044,28719683,2012
Kevin Love,4609701,6230944,2012
Kevin Martin,11519840,15571396,2012
Kevin Seraphin,1680360,2271346,2012
Keyon Dooling,2246400,3036464,2012
Kirk Hinrich,8100000,10948790,2012
Klay Thompson,2126520,2874422,2012
Kobe Bryant,25244493,34123045,2012
Kosta Koufos,2203792,2978871,2012
Kris Humphries,8000000,10813620,2012
Kurt Thomas,1352181,1827746,2012
Kwame Brown,6750000,9123992,2012
Kyle Korver,5000000,6758512,2012
Kyle Lowry,5750000,7772289,2012
Kyrie Irving,5144280,6953536,2012
LaMarcus Aldridge,12372000,16723263,2012
Lamar Odom,8900000,12030152,2012
Lance Stephenson,810000,1094879,2012
Lance Thomas,328444,443958,2012
Landry Fields,762195,1030260,2012
Larry Hughes,414443,560203,2012
Larry Owens,86052,116316,2012
Larry Sanders,1861920,2516761,2012
Lavoy Allen,473604,640171,2012
Lazar Hayward,1097520,1483520,2012
LeBron James,16022500,21657653,2012
Leandro Barbosa,7600000,10272939,2012
Linas Kleiza,4605000,6224590,2012
Louis Amundson,2403000,3248141,2012
Louis Williams,5176000,6996412,2012
Luc Mbah a Moute,5000000,6758512,2012
Luis Scola,8591793,11613548,2012
Luke Babbitt,1768800,2390891,2012
Luke Harangody,762195,1030260,2012
Luke Ridnour,3680000,4974265,2012
Luke Walton,5680000,7677670,2012
Luol Deng,12325000,16659733,2012
Malcolm Lee,500000,675851,2012
Malcolm Thomas,103104,139365,2012
Manny Harris,122942,166181,2012
Manu Ginobili,12981038,17546501,2012
MarShon Brooks,1110120,1500552,2012
Marc Gasol,12922194,17466962,2012
Marcin Gortat,6790640,9178925,2012
Marco Belinelli,3377604,4565515,2012
Marcus Camby,11227250,15175902,2012
Marcus Morris,1823280,2464532,2012
Marcus Thornton,7000000,9461917,2012
Mario Chalmers,4000000,5406810,2012
Markieff Morris,1919160,2594133,2012
Marquis Daniels,1223166,1653356,2012
Marreese Speights,2721255,3678327,2012
Martell Webster,5256000,7104548,2012
Marvin Williams,7500000,10137769,2012
Matt Barnes,1906200,2576615,2012
Matt Bonner,3315000,4480893,2012
Matt Carroll,3900000,5271639,2012
Maurice Evans,1223166,1653356,2012
Maurice Williams,8500000,11489471,2012
Mehmet Okur,10890000,14720040,2012
Metta World Peace,6790640,9178925,2012
Michael Beasley,6262347,8464830,2012
Michael Redd,1308506,1768710,2012
Mickael Pietrus,6523166,8817379,2012
Mickell Gladness,248263,335577,2012
Mike Bibby,1352181,1827746,2012
Mike Conley,6611571,8936877,2012
Mike Dunleavy,3750000,5068884,2012
Mike James,277566,375186,2012
Mike Miller,5400000,7299193,2012
Monta Ellis,11000000,14868727,2012
Mychel Thompson,168035,227133,2012
Nate Robinson,5483307,7411799,2012
Nazr Mohammed,3750000,5068884,2012
Nenê,13000000,17572132,2012
Nick Collison,3272997,4424118,2012
Nick Young,3695857,4995699,2012
Nicolas Batum,2155365,2913412,2012
Nikola Pekovic,4503600,6087527,2012
Nikola Vucevic,1645400,2224091,2012
Nolan Smith,1306920,1766567,2012
Norris Cole,1035960,1400309,2012
OJ Mayo,5632637,7613649,2012
Omer Asik,1857500,2510787,2012
Omri Casspi,1341960,1813930,2012
Patrick Patterson,1959960,2649282,2012
Pau Gasol,18714150,25295964,2012
Paul George,2406240,3252520,2012
Paul Millsap,8103435,10953433,2012
Paul Pierce,15333334,20726106,2012
Quentin Richardson,2446600,3307075,2012
Quincy Pondexter,1153800,1559594,2012
Raja Bell,3240000,4379516,2012
Rajon Rondo,10045455,13578467,2012
Ramon Sessions,4257973,5755512,2012
Randy Foye,4250000,5744735,2012
Rashard Lewis,21136631,28570437,2012
Rasual Butler,1229255,1661587,2012
Ray Allen,10000000,13517025,2012
Raymond Felton,7560000,10218871,2012
Reggie Evans,1229255,1661587,2012
Reggie Jackson,1156320,1563000,2012
Reggie Williams,2500000,3379256,2012
Renaldo Balkman,1675000,2264101,2012
Richard Hamilton,17500000,23654793,2012
Richard Jefferson,9282000,12546502,2012
Ricky Rubio,3480120,4704087,2012
Robin Lopez,2862602,3869386,2012
Rodney Stuckey,8500000,11489471,2012
Rodrigue Beaubois,1236720,1671677,2012
Roger Mason,1146337,1549506,2012
Ronnie Brewer,4710000,6366518,2012
Ronnie Price,1069509,1445658,2012
Ronny Turiaf,4360000,5893423,2012
Roy Hibbert,2588590,3499003,2012
Royal Ivey,1200000,1622043,2012
Rudy Fernandez,2180443,2947310,2012
Rudy Gay,15032144,20318987,2012
Russell Westbrook,5082416,6869914,2012
Ryan Anderson,2244601,3034032,2012
Ryan Gomes,4000000,5406810,2012
Ryan Hollins,2483333,3356727,2012
Ryan Reid,475000,642058,2012
Sam Young,947800,1281143,2012
Samardo Samuels,762195,1030260,2012
Samuel Dalembert,7000000,9461917,2012
Sean Williams,885120,1196418,2012
Sebastian Telfair,1500000,2027553,2012
Semih Erden,762195,1030260,2012
Serge Ibaka,1288200,1741263,2012
Shane Battier,3000000,4055107,2012
Shannon Brown,3500000,4730958,2012
Shaun Livingston,3500000,4730958,2012
Shawn Marion,8022449,10843964,2012
Shawne Williams,3000000,4055107,2012
Shelden Williams,992680,1341808,2012
Shelvin Mack,473604,640171,2012
Solomon Alabi,830000,1121913,2012
Solomon Jones,440353,595226,2012
Spencer Hawes,4051024,5475779,2012
Stephen Curry,3117120,4213419,2012
Stephen Jackson,9256500,12512034,2012
Steve Blake,4000000,5406810,2012
Steve Nash,11689062,15800134,2012
Steve Novak,992680,1341808,2012
Sundiata Gaines,854389,1154879,2012
TJ Ford,1146337,1549506,2012
Taj Gibson,1195680,1616203,2012
Tayshaun Prince,6292135,8505094,2012
Terrel Harris,473604,640171,2012
Terrence Williams,2369040,3202237,2012
Thabo Sefolosha,3300000,4460618,2012
Thaddeus Young,7478261,10108384,2012
Tiago Splitter,3672000,4963451,2012
Tim Duncan,21164619,28608269,2012
Timofey Mozgov,3343896,4519952,2012
Tobias Harris,1418160,1916930,2012
Toney Douglas,1145640,1548564,2012
Tony Allen,3150000,4257862,2012
Tony Battie,1352181,1827746,2012
Tony Parker,12500000,16896281,2012
Tracy McGrady,1352181,1827746,2012
Travis Leslie,473604,640171,2012
Travis Outlaw,7000000,9461917,2012
Trevor Ariza,6790640,9178925,2012
Trevor Booker,1294920,1750346,2012
Trey Thompkins,473604,640171,2012
Tristan Thompson,3726600,5037254,2012
Troy Murphy,1352181,1827746,2012
Ty Lawson,1654440,2236310,2012
Tyler Hansbrough,2138040,2889994,2012
Tyler Honeycutt,775000,1047569,2012
Tyreke Evans,4151640,5611782,2012
Tyrus Thomas,7305765,9875221,2012
Tyson Chandler,13107837,17717896,2012
Udonis Haslem,3780000,5109435,2012
Vernon Macklin,473604,640171,2012
Vince Carter,21300000,28791263,2012
Vladimir Radmanovic,1352181,1827746,2012
Von Wafer,992680,1341808,2012
Walker Russell,374289,505927,2012
Wayne Ellington,1154040,1559918,2012
Wesley Johnson,4006080,5415028,2012
Wesley Matthews,6135160,8292911,2012
Will Bynum,3250000,4393033,2012
Willie Green,1223166,1653356,2012
Xavier Henry,2171640,2935411,2012
Yi Jianlian,827197,1118124,2012
Zach Randolph,15200000,20545878,2012
Zaza Pachulia,4750000,6420587,2012
