Player,income,adj_income,season
Brandon Jennings,2168520,3067484,2010
Brandon Roy,3910816,5532053,2010
Brandon Rush,1934160,2735970,2010
Brendan Haywood,6000000,8487312,2010
Brent Barry,2062800,2917938,2010
Brian Cardinal,6750000,9548227,2010
Brian Cook,3500000,4950932,2010
Brian Scalabrine,3413793,4828988,2010
Brian Skinner,1306455,1848048,2010
Brook Lopez,2225880,3148623,2010
Bruce Bowen,2000000,2829104,2010
CJ Miles,3700000,5233843,2010
CJ Watson,1000497,1415255,2010
Carl Landry,3000000,4243656,2010
Carlos Arroyo,1107572,1566718,2010
Carlos Boozer,13520500,19125452,2010
Carlos Delfino,3500000,4950932,2010
Carmelo Anthony,15779912,22321508,2010
Caron Butler,9780970,13835692,2010
Cartier Martin,86638,122553,2010
Cedric Jackson,53834,76151,2010
Channing Frye,2000000,2829104,2010
Charlie Bell,3596000,5086729,2010
Charlie Villanueva,6500000,9194589,2010
Chase Budinger,457588,647282,2010
Chauncey Billups,12100000,17116081,2010
Chris Andersen,3650000,5163115,2010
Chris Bosh,15779912,22321508,2010
Chris Douglas-Roberts,736000,1041110,2010
Chris Duhon,6031800,8532295,2010
Chris Hunter,632455,894640,2010
Chris Kaman,10400000,14711342,2010
Chris Paul,13520500,19125452,2010
Chris Quinn,1055000,1492352,2010
Chris Richard,43319,61276,2010
Chris Wilcox,3000000,4243656,2010
Chuck Hayes,2111750,2987180,2010
Chucky Atkins,2066455,2923107,2010
Coby Karl,355215,502469,2010
Corey Brewer,2916120,4125003,2010
Corey Maggette,8937931,12643169,2010
Courtney Lee,1264440,1788616,2010
Craig Smith,2500000,3536380,2010
Cuttino Mobley,9500000,13438245,2010
DJ Augustin,2385480,3374385,2010
DJ White,1036440,1466098,2010
DaJuan Summers,457588,647282,2010
Daequan Cook,1362120,1926789,2010
Dahntay Jones,2500000,3536380,2010
Damien Wilkins,3300000,4668022,2010
Dan Gadzuric,6749260,9547180,2010
Daniel Gibson,4088500,5783396,2010
Danilo Gallinari,3089040,4369608,2010
Danny Granger,9930500,14047210,2010
Danny Green,457588,647282,2010
Dante Cunningham,457588,647282,2010
Darius Miles,9000000,12730969,2010
Darius Songaila,4526000,6402263,2010
Darko Milicic,7500000,10609141,2010
Darnell Jackson,736420,1041704,2010
Darrell Arthur,1050480,1485958,2010
Darren Collison,1266120,1790992,2010
David Andersen,2300000,3253469,2010
David Lee,7000000,9901865,2010
David West,9075000,12837060,2010
DeAndre Jordan,736420,1041704,2010
DeJuan Blair,850000,1202369,2010
DeMar DeRozan,2282640,3228913,2010
DeMarre Carroll,1009680,1428245,2010
DeSagana Diop,6031800,8532295,2010
DeShawn Stevenson,3886928,5498262,2010
Delonte West,4254250,6017858,2010
Derek Fisher,5048000,7140659,2010
Deron Williams,12323900,17432799,2010
Derrick Brown,457588,647282,2010
Derrick Rose,5184480,7333717,2010
Desmond Mason,76850,108708,2010
Devean George,1600000,2263283,2010
Devin Brown,1100000,1556007,2010
Devin Harris,8400000,11882238,2010
Didier Ilunga-Mbenga,959111,1356712,2010
Dirk Nowitzki,19795714,28002070,2010
Dominic McGuire,825497,1167708,2010
Donte Greene,1044000,1476792,2010
Dorell Wright,2750000,3890018,2010
Drew Gooden,4500000,6365484,2010
Dwight Howard,15202590,21504856,2010
Dwyane Wade,15779912,22321508,2010
Earl Boykins,1191180,1684986,2010
Earl Clark,1766280,2498495,2010
Earl Watson,9400000,13296790,2010
Eddie House,2862000,4048448,2010
Eddy Curry,10500423,14853396,2010
Eduardo Najera,3100000,4385111,2010
Elton Brand,14858471,21018082,2010
Emeka Okafor,10538937,14907876,2010
Eric Gordon,2819880,3988867,2010
Eric Maynor,1318920,1865681,2010
Erick Dampier,12115500,17138006,2010
Ersan Ilyasova,2100000,2970559,2010
Etan Thomas,7350000,10396958,2010
Fabricio Oberto,3900000,5516752,2010
Francisco Elson,1700000,2404738,2010
Francisco Garcia,5800000,8204402,2010
Garrett Temple,180344,255105,2010
George Hill,1081680,1530092,2010
Gerald Henderson,1957080,2768391,2010
Gerald Wallace,9075000,12837060,2010
Gilbert Arenas,16192080,22904541,2010
Glen Davis,3000000,4243656,2010
Goran Dragic,1836000,2597117,2010
Grant Hill,3000000,4243656,2010
Greg Buckner,1000000,1414552,2010
Greg Oden,5361240,7583753,2010
Hakim Warrick,3000000,4243656,2010
Hamed Haddadi,1627779,2302578,2010
Hasheem Thabeet,4458840,6307261,2010
Henry Walker,736420,1041704,2010
Hidayet Turkoglu,9000000,12730969,2010
Hilton Armstrong,2801198,3962440,2010
Ian Mahinmi,1079640,1527207,2010
Ike Diogu,884881,1251710,2010
Ime Udoka,838034,1185442,2010
JJ Hickson,1429200,2021677,2010
JJ Redick,2839408,4016490,2010
JR Giddens,1028880,1455404,2010
JR Smith,5508426,7791955,2010
JaVale McGee,1496640,2117075,2010
Jamaal Magloire,1229225,1738802,2010
Jamaal Tinsley,6190300,8756502,2010
Jamal Crawford,9360000,13240208,2010
Jamario Moon,2750000,3890018,2010
Jameer Nelson,6138888,8683777,2010
James Harden,4054160,5734820,2010
James Johnson,1594080,2254909,2010
James Jones,4320000,6110865,2010
James Posey,6031800,8532295,2010
James Singleton,1030189,1457256,2010
JamesOn Curry,26917,38075,2010
Jannero Pargo,2000000,2829104,2010
Jared Dudley,1307640,1849724,2010
Jared Jeffries,6466600,9147343,2010
Jarrett Jack,4500000,6365484,2010
Jarron Collins,1181803,1671721,2010
Jarvis Hayes,2062800,2917938,2010
Jason Collins,1181803,1671721,2010
Jason Hart,521384,737524,2010
Jason Kapono,6212960,8788556,2010
Jason Kidd,8000000,11316417,2010
Jason Maxiell,5000000,7072760,2010
Jason Richardson,13333333,18860695,2010
Jason Smith,1418880,2007079,2010
Jason Terry,9862500,13951020,2010
Jason Thompson,2035920,2879915,2010
Jason Williams,1306455,1848048,2010
Javaris Crittenton,1477920,2090594,2010
Jawad Williams,736420,1041704,2010
Jeff Ayres,457588,647282,2010
Jeff Foster,6077500,8596940,2010
Jeff Green,3516960,4974923,2010
Jeff Teague,1373880,1943424,2010
Jermaine O'Neal,23016000,32557332,2010
Jermaine Taylor,725000,1025550,2010
Jerome James,6600000,9336044,2010
Jerry Stackhouse,2668598,3774870,2010
Jerryd Bayless,2143080,3031498,2010
Joakim Noah,2455680,3473687,2010
Jodie Meeks,650000,919458,2010
Joe Alexander,2583360,3654297,2010
Joe Johnson,14976754,21185399,2010
Joe Smith,1306455,1848048,2010
Joel Anthony,825497,1167708,2010
Joel Przybilla,6857725,9700609,2010
Joey Dorsey,881000,1246220,2010
Joey Graham,884881,1251710,2010
Johan Petro,884881,1251710,2010
John Salmons,5456000,7717796,2010
Jon Brockman,457588,647282,2010
Jonas Jerebko,457588,647282,2010
Jonathan Bender,801361,1133566,2010
Jonny Flynn,2969280,4200201,2010
Jordan Farmar,1947240,2754472,2010
Jordan Hill,2483280,3512729,2010
Jose Calderon,8219009,11626216,2010
Jose Juan Barea,1657500,2344620,2010
Josh Boone,2056968,2909688,2010
Josh Howard,10890000,15404473,2010
Josh McRoberts,825497,1167708,2010
Josh Powell,959111,1356712,2010
Josh Smith,10800000,15277163,2010
Jrue Holiday,1514280,2142028,2010
Julian Wright,2000040,2829160,2010
Juwan Howard,1306455,1848048,2010
Kareem Rush,534906,756652,2010
Keith Bogans,1033342,1461716,2010
Kelenna Azubuike,3132000,4430377,2010
Kendrick Perkins,4250000,6011846,2010
Kenny Thomas,8775000,12412695,2010
Kenyon Martin,15363636,21732664,2010
Kevin Durant,4796880,6785436,2010
Kevin Garnett,16400000,23198655,2010
Kevin Love,3401040,4810948,2010
Kevin Martin,10180170,14400381,2010
Kevin Ollie,1306455,1848048,2010
Keyon Dooling,3564000,5041463,2010
Kirk Hinrich,9500000,13438245,2010
Kobe Bryant,23034375,32583325,2010
Kosta Koufos,1214040,1717322,2010
Kris Humphries,3200000,4526566,2010
Kurt Thomas,3800000,5375298,2010
Kwame Brown,4100000,5799663,2010
Kyle Korver,5155115,7292179,2010
Kyle Lowry,2034997,2878609,2010
Kyle Weaver,870968,1232029,2010
Kyrylo Fesenko,870000,1230660,2010
LaMarcus Aldridge,5844827,8267812,2010
Lamar Odom,7500000,10609141,2010
Larry Hughes,13655268,19316088,2010
LeBron James,15779912,22321508,2010
Leandro Barbosa,6600000,9336044,2010
Leon Powe,855189,1209709,2010
Lester Hudson,392987,555900,2010
Lindsey Hunter,1306455,1848048,2010
Louis Amundson,855189,1209709,2010
Louis Williams,4972500,7033860,2010
Luc Mbah a Moute,736420,1041704,2010
Luis Scola,3375600,4774962,2010
Luke Ridnour,6500000,9194589,2010
Luke Walton,4840000,6846432,2010
Luol Deng,10370425,14669507,2010
Luther Head,884881,1251710,2010
Malik Allen,1300000,1838917,2010
Malik Hairston,736420,1041704,2010
Manu Ginobili,10728130,15175499,2010
Marc Gasol,3240000,4583149,2010
Marcin Gortat,5854000,8280788,2010
Marco Belinelli,1547640,2189217,2010
Marcus Banks,4553793,6441577,2010
Marcus Camby,7650000,10821324,2010
Marcus Haislip,825497,1167708,2010
Marcus Landry,457588,647282,2010
Marcus Thornton,457888,647706,2010
Marcus Williams,855189,1209709,2010
Mardy Collins,1867742,2642018,2010
Mario Chalmers,773500,1094156,2010
Mario West,446740,631937,2010
Mark Blount,7962500,11263371,2010
Mark Madsen,2840000,4017328,2010
Marko Jaric,7100000,10043320,2010
Marquis Daniels,1990000,2814958,2010
Marreese Speights,1658280,2345723,2010
Martell Webster,4344000,6144814,2010
Marvin Williams,7500000,10609141,2010
Matt Barnes,1600000,2263283,2010
Matt Bonner,3240380,4583686,2010
Matt Carroll,4700000,6648395,2010
Matt Harpring,6500000,9194589,2010
Maurice Evans,2500000,3536380,2010
Maurice Williams,8860000,12532932,2010
Mehmet Okur,9000000,12730969,2010
Metta World Peace,5854000,8280788,2010
Michael Beasley,4638600,6561541,2010
Michael Finley,2500000,3536380,2010
Michael Redd,17040000,24103968,2010
Mickael Pietrus,5300000,7497126,2010
Mike Bibby,6217617,8795143,2010
Mike Conley,3883800,5493837,2010
Mike Dunleavy,9780992,13835723,2010
Mike Harris,64978,91914,2010
Mike James,6466600,9147343,2010
Mike Miller,9750000,13791883,2010
Mike Wilks,175908,248831,2010
Mikki Moore,2537952,3590065,2010
Monta Ellis,11000000,15560073,2010
Morris Peterson,6212960,8788556,2010
Nate Robinson,4000000,5658208,2010
Nathan Jawai,736420,1041704,2010
Nazr Mohammed,6466600,9147343,2010
Nenad Krstic,5400000,7638581,2010
Nenê,10520000,14881088,2010
Nick Collison,6250000,8840951,2010
Nick Young,1714800,2425674,2010
Nicolas Batum,1118760,1582544,2010
OJ Mayo,4165560,5892401,2010
Oleksiy Pecherov,1547640,2189217,2010
Omri Casspi,1167000,1650782,2010
Othello Hunter,307564,435065,2010
Patrick Mills,457588,647282,2010
Patrick O'Bryant,1620000,2291574,2010
Pau Gasol,16452000,23272212,2010
Paul Davis,80488,113854,2010
Paul Millsap,7692932,10882053,2010
Paul Pierce,19795712,28002067,2010
Pops Mensah-Bonsu,330199,467083,2010
Predrag Stojakovic,13392000,18943682,2010
Primoz Brezec,1107572,1566718,2010
Quentin Richardson,9352400,13229457,2010
Quincy Douby,85519,120971,2010
Quinton Ross,1033342,1461716,2010
Radoslav Nesterovic,1990000,2814958,2010
Rafer Alston,5053133,7147919,2010
Raja Bell,5250000,7426398,2010
Rajon Rondo,2094922,2963376,2010
Ramon Sessions,3670667,5192349,2010
Randolph Morris,855189,1209709,2010
Randy Foye,3575761,5058100,2010
Rashard Lewis,18876000,26701086,2010
Rasheed Wallace,5854000,8280788,2010
Rasual Butler,3945000,5580408,2010
Ray Allen,18776860,26560847,2010
Raymond Felton,5501196,7781728,2010
Reggie Evans,4960000,7016178,2010
Renaldo Balkman,2112417,2988124,2010
Richard Hamilton,11625000,16444168,2010
Richard Jefferson,14200000,20086640,2010
Ricky Davis,2484000,3513747,2010
Robin Lopez,1745520,2469129,2010
Rodney Carney,855189,1209709,2010
Rodney Stuckey,1805040,2553323,2010
Rodrigue Beaubois,1075440,1521265,2010
Roger Mason,3780000,5347007,2010
Roko Ukic,303232,428937,2010
Ronald Murray,1990000,2814958,2010
Ronnie Brewer,2717161,3843565,2010
Ronnie Price,1250000,1768190,2010
Ronny Turiaf,4140000,5856245,2010
Roy Hibbert,1575360,2228428,2010
Royal Ivey,1050000,1485279,2010
Rudy Fernandez,1165320,1648405,2010
Rudy Gay,3280997,4641141,2010
Russell Westbrook,3755640,5312548,2010
Ryan Anderson,1317120,1863134,2010
Ryan Bowen,209592,296478,2010
Ryan Gomes,3867500,5470780,2010
Ryan Hollins,2183333,3088438,2010
Sam Young,824200,1165873,2010
Samuel Dalembert,12025694,17010971,2010
Sasha Vujacic,5000000,7072760,2010
Sean Marks,1187686,1680043,2010
Sean May,884881,1251710,2010
Sean Williams,1629120,2304475,2010
Sebastian Telfair,2500000,3536380,2010
Serge Ibaka,1120200,1584581,2010
Sergio Rodriguez,1892035,2676382,2010
Shane Battier,6864200,9709768,2010
Shannon Brown,2000000,2829104,2010
Shaquille O'Neal,20000000,28291043,2010
Shareef Abdur-Rahim,6600000,9336044,2010
Shaun Livingston,296695,419690,2010
Shavlik Randolph,343542,485957,2010
Shawn Marion,6635068,9385649,2010
Shawne Williams,2416067,3417652,2010
Shelden Williams,825497,1167708,2010
Solomon Jones,1620000,2291574,2010
Sonny Weems,736420,1041704,2010
Speedy Claxton,5209454,7369044,2010
Spencer Hawes,2332800,3299867,2010
Stephen Curry,2710560,3834228,2010
Stephen Graham,884881,1251710,2010
Stephen Jackson,7650000,10821324,2010
Steve Blake,4930000,6973742,2010
Steve Nash,13125000,18565997,2010
Steve Novak,855189,1209709,2010
Steven Hunter,3696000,5228184,2010
Sundiata Gaines,269169,380753,2010
TJ Ford,8500000,12023693,2010
Taj Gibson,1039800,1470851,2010
Taylor Griffin,457588,647282,2010
Tayshaun Prince,10324380,14604374,2010
Terrence Williams,2060040,2914034,2010
Thabo Sefolosha,2759628,3903637,2010
Thaddeus Young,2105400,2978198,2010
Theo Ratliff,1306455,1848048,2010
Tim Duncan,22183220,31379321,2010
Tim Thomas,7773055,10995391,2010
Toney Douglas,996240,1409233,2010
Tony Allen,2500000,3536380,2010
Tony Battie,6292000,8900362,2010
Tony Parker,12600000,17823357,2010
Tracy McGrady,23239562,32873572,2010
Travis Diener,1740000,2461320,2010
Travis Outlaw,4000000,5658208,2010
Trenton Hassell,4350000,6153301,2010
Trevor Ariza,5854000,8280788,2010
Troy Murphy,11047619,15627433,2010
Ty Lawson,1438690,2035102,2010
Tyler Hansbrough,1859160,2629878,2010
Tyreke Evans,3610080,5106646,2010
Tyrus Thomas,4743598,6710066,2010
Tyson Chandler,11850000,16762443,2010
Udonis Haslem,7100000,10043320,2010
Vince Carter,16300000,23057200,2010
Vladimir Radmanovic,6466600,9147343,2010
Wayne Ellington,1003560,1419587,2010
Wesley Matthews,457588,647282,2010
Will Bynum,825497,1167708,2010
Will Conroy,48559,68689,2010
Willie Green,3682000,5208381,2010
Wilson Chandler,1255440,1775885,2010
Yakhouba Diawara,945000,1336751,2010
Yao Ming,16378325,23167995,2010
Yi Jianlian,3194400,4518645,2010
Zach Randolph,16000000,22632834,2010
Zaza Pachulia,4750000,6719122,2010
Zydrunas Ilgauskas,11541074,16325451,2010
