Player,income,adj_income,season
Jason Kidd,13152000,21844276,2004
Jason Richardson,2789280,4632740,2004
Jason Terry,8333333,13840908,2004
Jason Williams,6187500,10276875,2004
Jay Williams,3710880,6163434,2004
Jeff Foster,4000000,6643636,2004
Jeff McInnis,3300000,5481000,2004
Jeff Trepagnier,638679,1060787,2004
Jelani McCoy,36643,60860,2004
Jermaine O'Neal,13152000,21844276,2004
Jerome Beasley,366931,609439,2004
Jerome James,5000600,8305542,2004
Jerome Moiso,1600000,2657454,2004
Jerome Williams,5987500,9944693,2004
Jerry Stackhouse,6906250,11470653,2004
Jeryl Sasser,1125729,1869733,2004
Jim Jackson,2200000,3654000,2004
Jiri Welsch,1326600,2203362,2004
Joe Johnson,1850160,3072947,2004
Joe Smith,5445600,9044646,2004
Joel Przybilla,2373309,3941850,2004
John Amaechi,2610000,4334972,2004
John Salmons,865320,1437217,2004
John Wallace,813679,1351446,2004
Jon Barry,3000000,4982727,2004
Jon Stefansson,366931,609439,2004
Jonathan Bender,5800000,9633272,2004
Joseph Forte,1080360,1794379,2004
Josh Howard,773400,1284547,2004
Josh Moore,366931,609439,2004
Juan Dixon,1260360,2093343,2004
Jumaine Jones,1500000,2491363,2004
Juwan Howard,4917000,8166690,2004
Kaniel Dickens,264011,438498,2004
Kareem Rush,1097640,1823080,2004
Karl Malone,1500000,2491363,2004
Kedrick Brown,1757640,2919280,2004
Keith Bogans,366931,609439,2004
Keith McLeod,366931,609439,2004
Keith Van Horn,13279750,22056457,2004
Kelvin Cato,7344000,12197716,2004
Kendall Gill,1070000,1777172,2004
Kendrick Perkins,814320,1352511,2004
Kenny Anderson,1070000,1777172,2004
Kenny Thomas,5500000,9135000,2004
Kenyon Martin,5128689,8518286,2004
Keon Clark,5000600,8305542,2004
Kerry Kittles,9266666,15391089,2004
Kevin Garnett,28000000,46505454,2004
Kevin Ollie,2458500,4083345,2004
Kevin Willis,1070000,1777172,2004
Keyon Dooling,2256444,3747748,2004
Kirk Haston,1360080,2258969,2004
Kirk Hinrich,2185920,3630614,2004
Kobe Bryant,13500000,22422272,2004
Kurt Thomas,5394125,8959151,2004
Kwame Brown,4252080,7062318,2004
Kyle Korver,366931,609439,2004
Lamar Odom,9963596,16548627,2004
Lamond Murray,4500000,7474090,2004
Larry Hughes,5000600,8305542,2004
Latrell Sprewell,13500000,22422272,2004
Lawrence Funderburke,3600000,5979272,2004
LeBron James,4018920,6675060,2004
Leandro Barbosa,809280,1344140,2004
Lindsey Hunter,3000000,4982727,2004
Linton Johnson,366931,609439,2004
Lonny Baxter,636679,1057465,2004
Loren Woods,638679,1060787,2004
Lorenzen Wright,6600000,10962000,2004
Lucious Harris,2500000,4152272,2004
Luke Ridnour,1424400,2365798,2004
Luke Walton,366931,609439,2004
Maciej Lampe,829000,1376893,2004
Malik Allen,1510000,2507972,2004
Malik Rose,4916250,8165444,2004
Manu Ginobili,1457500,2420775,2004
Marc Jackson,3900000,6477545,2004
Marcus Banks,1499400,2490367,2004
Marcus Camby,7250000,12041590,2004
Marcus Fizer,3726994,6190198,2004
Marcus Haislip,1547280,2569891,2004
Mark Blount,944922,1569429,2004
Mark Jackson,1500000,2491363,2004
Mark Madsen,663679,1102310,2004
Mark Pope,751179,1247640,2004
Marko Jaric,1925000,3197250,2004
Marquis Daniels,366931,609439,2004
Matt Carroll,349032,579710,2004
Matt Harpring,4290000,7125300,2004
Matt Maloney,3006260,4993124,2004
Maurice Taylor,7800000,12955090,2004
Maurice Williams,366931,609439,2004
Mehmet Okur,1100000,1827000,2004
Melvin Ely,1628760,2705222,2004
Mengke Bateer,636679,1057465,2004
Metta World Peace,5473684,9091291,2004
Michael Bradley,1292040,2145960,2004
Michael Curry,2800000,4650545,2004
Michael Dickerson,6187500,10276875,2004
Michael Doleac,1540000,2557800,2004
Michael Finley,13281250,22058948,2004
Michael Olowokandi,4917000,8166690,2004
Michael Redd,3000000,4982727,2004
Michael Ruffin,663679,1102310,2004
Michael Stewart,4480000,7440872,2004
Mickael Pietrus,1527946,2537779,2004
Mike Bibby,9500000,15778636,2004
Mike Dunleavy,3332520,5535012,2004
Mike James,638679,1060787,2004
Mike Miller,3380457,5614631,2004
Mike Sweetney,1840800,3057401,2004
Mike Wilks,638679,1060787,2004
Mikki Moore,513000,852046,2004
Milt Palacio,688679,1143833,2004
Mitchell Butler,876179,1455253,2004
Monty Williams,1000000,1660909,2004
Moochie Norris,3500000,5813181,2004
Morris Peterson,1646079,2733987,2004
Muggsy Bogues,437420,726514,2004
Nate Huffman,1760000,2923200,2004
Nazr Mohammed,5000000,8304545,2004
Ndudi Ebi,838560,1392771,2004
Nenê,2102840,3492626,2004
Nick Collison,1578240,2621313,2004
Nick Van Exel,11956625,19858867,2004
Nikoloz Tskitishvili,2720760,4518935,2004
Obinna Ekezie,688679,1143833,2004
Olden Polynice,1070000,1777172,2004
Oliver Miller,686838,1140775,2004
Othella Harrington,2925000,4858159,2004
PJ Brown,8000000,13287272,2004
Pat Garrity,2643750,4391028,2004
Pau Gasol,2618395,4348916,2004
Paul Grant,350581,582283,2004
Paul Pierce,11326219,18811820,2004
Pepe Sanchez,663679,1102310,2004
Popeye Jones,1070000,1777172,2004
Predrag Drobnjak,2500000,4152272,2004
Predrag Stojakovic,6250000,10380681,2004
Primoz Brezec,861600,1431039,2004
Quentin Richardson,1805735,2999161,2004
Quincy Lewis,202341,336070,2004
Qyntel Woods,1053720,1750133,2004
Radoslav Nesterovic,5600000,9301090,2004
Raef LaFrentz,8178750,13584160,2004
Rafer Alston,688679,1143833,2004
Raja Bell,688679,1143833,2004
Rashard Lewis,7012987,11647933,2004
Rasheed Wallace,17000000,28235454,2004
Rasual Butler,563679,936219,2004
Raul Lopez,621520,1032288,2004
Ray Allen,13500000,22422272,2004
Reece Gaines,1353120,2247409,2004
Reggie Evans,700000,1162636,2004
Reggie Miller,5000000,8304545,2004
Richard Hamilton,6500000,10795909,2004
Richard Jefferson,1586280,2634666,2004
Richie Frahm,366931,609439,2004
Rick Brunson,813679,1351446,2004
Rick Fox,4734797,7864067,2004
Ricky Davis,5000600,8305542,2004
Robert Archibald,563679,936219,2004
Robert Horry,4500000,7474090,2004
Robert Pack,965610,1603790,2004
Robert Traylor,825000,1370250,2004
Rod Strickland,887317,1473752,2004
Rodney Buford,145686,241971,2004
Rodney Rogers,3075600,5108292,2004
Rodney White,1947600,3234786,2004
Roger Mason,563679,936219,2004
Ron Mercer,6750000,11211136,2004
Ronald Murray,563679,936219,2004
Ruben Boumtje-Boumtje,663679,1102310,2004
Ruben Patterson,5445600,9044646,2004
Ryan Bowen,1250000,2076136,2004
Ryan Humphrey,1143360,1899017,2004
Sam Cassell,5062500,8408352,2004
Sam Clancy,563679,936219,2004
Samaki Walker,1700000,2823545,2004
Samuel Dalembert,887160,1473492,2004
Scot Pollard,5309563,8818701,2004
Scott Padgett,688679,1143833,2004
Scott Williams,1070000,1777172,2004
Scottie Pippen,4917000,8166690,2004
Sean Lampley,89364,148425,2004
Sean Marks,596295,990391,2004
Sean Rooks,1070000,1777172,2004
Shammond Williams,751179,1247640,2004
Shandon Anderson,6700000,11128090,2004
Shane Battier,2533440,4207813,2004
Shane Heal,75615,125589,2004
Shaquille O'Neal,24749999,41107498,2004
Shareef Abdur-Rahim,13500000,22422272,2004
Shawn Bradley,3500000,5813181,2004
Shawn Kemp,14941935,24817195,2004
Shawn Marion,10960000,18203563,2004
Slavko Vranes,129768,215532,2004
Speedy Claxton,3000000,4982727,2004
Stacey Augmon,2400000,3986181,2004
Stanislav Medvedenko,1540000,2557800,2004
Stephen Jackson,1000000,1660909,2004
Stephon Marbury,13500000,22422272,2004
Steve Blake,366931,609439,2004
Steve Francis,10960000,18203563,2004
Steve Nash,5750000,9550227,2004
Steve Smith,1070000,1777172,2004
Steven Hunter,1431600,2377757,2004
Stromile Swift,4592418,7627588,2004
TJ Ford,2002680,3326269,2004
Tamar Slay,563679,936219,2004
Tariq Abdul-Wahad,6187500,10276875,2004
Tayshaun Prince,971160,1613008,2004
Terrell Brandon,11100000,18436090,2004
Theo Ratliff,10156250,16868607,2004
Theron Smith,366931,609439,2004
Tim Duncan,12676125,21053891,2004
Tim Thomas,11825000,19640250,2004
Todd MacCulloch,5445600,9044646,2004
Tom Gugliotta,11670000,19382809,2004
Toni Kukoc,9056250,15041607,2004
Tony Battie,4400000,7308000,2004
Tony Delk,2925000,4858159,2004
Tony Massenburg,1070000,1777172,2004
Tony Parker,856200,1422070,2004
Torraye Braggs,53697,89185,2004
Tracy McGrady,13279750,22056457,2004
Tracy Murray,143537,238401,2004
Travis Best,938679,1559060,2004
Travis Hansen,366931,609439,2004
Travis Knight,4402500,7312152,2004
Travis Outlaw,941040,1562981,2004
Tremaine Fowlkes,638679,1060787,2004
Trenton Hassell,638679,1060787,2004
Troy Bell,1285440,2134998,2004
Troy Hudson,2100000,3487909,2004
Troy Murphy,1506960,2502923,2004
Tyrone Hill,221829,368437,2004
Tyronn Lue,1500000,2491363,2004
Tyson Chandler,3804360,6318696,2004
Udonis Haslem,366931,609439,2004
Vin Baker,13500000,22422272,2004
Vince Carter,11326219,18811820,2004
Vitaly Potapenko,5715000,9492095,2004
Vlade Divac,12051510,20016462,2004
Vladimir Radmanovic,1669800,2773386,2004
Vladimir Stepania,751179,1247640,2004
Voshon Lenard,1200000,1993090,2004
Wally Szczerbiak,8000000,13287272,2004
Walter McCarty,1200000,1993090,2004
Wang Zhizhi,2620943,4353148,2004
Wesley Person,7700000,12789000,2004
Willie Green,366931,609439,2004
Yao Ming,4147560,6888720,2004
Zach Randolph,1172160,1946851,2004
Zarko Cabarkapa,1221240,2028368,2004
Zaza Pachulia,366931,609439,2004
Zeljko Rebraca,4200000,6975818,2004
Zendon Hamilton,485619,806569,2004
Zoran Planinic,980280,1628155,2004
Zydrunas Ilgauskas,13500000,22422272,2004
