Player,income,adj_income,season
Emeka Okafor,14544687,19004877,2014
Enes Kanter,4753320,6210945,2014
Eric Bledsoe,2626473,3431892,2014
Eric Gordon,14283844,18664045,2014
Eric Maynor,2016000,2634215,2014
Erik Murphy,455580,595285,2014
Ersan Ilyasova,7900000,10322568,2014
Evan Fournier,1422720,1859003,2014
Evan Turner,6679866,8728275,2014
Fab Melo,1311240,1713337,2014
Festus Ezeli,1066920,1394095,2014
Francisco Garcia,1265977,1654194,2014
Gal Mekel,490180,640495,2014
Garrett Temple,916099,1197024,2014
Gary Neal,3250000,4246626,2014
George Hill,8000000,10453234,2014
Gerald Green,3500000,4573289,2014
Gerald Henderson,6000000,7839925,2014
Gerald Wallace,10105855,13204858,2014
Giannis Antetokounmpo,1792560,2342256,2014
Gigi Datome,1750000,2286644,2014
Gilbert Arenas,22346536,29199196,2014
Glen Davis,6750000,8819915,2014
Glen Rice Jr,490180,640495,2014
Goran Dragic,7500000,9799907,2014
Gordon Hayward,3452183,4510809,2014
Gorgui Dieng,1352640,1767432,2014
Greg Monroe,4086453,5339581,2014
Greg Oden,1027424,1342487,2014
Greg Smith,884293,1155465,2014
Greg Stiemsma,2676000,3496606,2014
Greivis Vasquez,2150188,2809552,2014
Gustavo Ayon,1500000,1959981,2014
Hamed Haddadi,200000,261330,2014
Harrison Barnes,2923920,3820552,2014
Hasheem Thabeet,1200000,1567985,2014
Henry Sims,788872,1030782,2014
Hidayet Turkoglu,6650359,8689719,2014
Hilton Armstrong,296138,386949,2014
Hollis Thompson,490180,640495,2014
Ian Clark,490180,640495,2014
Ian Mahinmi,4000000,5226617,2014
Iman Shumpert,1797600,2348841,2014
Isaiah Canaan,570515,745465,2014
Isaiah Thomas,884293,1155465,2014
Ishmael Smith,985000,1287054,2014
JJ Hickson,5150000,6729269,2014
JJ Redick,6500000,8493252,2014
JR Smith,5565000,7271531,2014
JaVale McGee,10750000,14046533,2014
Jae Crowder,788872,1030782,2014
Jamaal Franklin,535000,699060,2014
Jamaal Tinsley,139951,182867,2014
Jamal Crawford,5225000,6827268,2014
Jameer Nelson,8600000,11237226,2014
James Anderson,916099,1197024,2014
James Harden,13668750,17860330,2014
James Johnson,507409,663008,2014
James Jones,1500000,1959981,2014
James Nunnally,57668,75352,2014
James Southerland,155704,203451,2014
Jan Vesely,3524880,4605799,2014
Jannero Pargo,1399507,1828671,2014
Jared Cunningham,1301208,1700228,2014
Jared Dudley,4250000,5553280,2014
Jared Sullinger,1365720,1784523,2014
Jarrett Jack,6300000,8231921,2014
Jarvis Varnado,310908,406248,2014
Jason Collins,436316,570114,2014
Jason Maxiell,2500000,3266635,2014
Jason Richardson,6204250,8106809,2014
Jason Smith,2500000,3266635,2014
Jason Terry,5225000,6827268,2014
Jason Thompson,5643750,7374430,2014
Jeff Adrien,916099,1197024,2014
Jeff Ayres,1750000,2286644,2014
Jeff Green,8700000,11367892,2014
Jeff Teague,8000000,10453234,2014
Jeff Withey,490180,640495,2014
Jeffery Taylor,788872,1030782,2014
Jeremy Evans,1660000,2169046,2014
Jeremy Lamb,2111160,2758556,2014
Jeremy Lin,5225000,6827268,2014
Jeremy Tyler,556584,727262,2014
Jermaine O'Neal,2000000,2613308,2014
Jerryd Bayless,3135000,4096361,2014
Jimmer Fredette,2813399,3676138,2014
Jimmy Butler,1174080,1534116,2014
Joakim Noah,11600000,15157189,2014
Jodie Meeks,1550000,2025314,2014
Joe Johnson,21466718,28049578,2014
Joel Anthony,3800000,4965286,2014
Joel Freeland,3000000,3919962,2014
John Henson,1905360,2489646,2014
John Jenkins,1258800,1644816,2014
John Lucas,1600000,2090646,2014
John Salmons,7580000,9904439,2014
John Wall,7459924,9747541,2014
Jon Leuer,900000,1175988,2014
Jonas Jerebko,4500000,5879944,2014
Jonas Valanciunas,3526440,4607837,2014
Jordan Crawford,2162418,2825532,2014
Jordan Farmar,1106942,1446390,2014
Jordan Hamilton,1234320,1612829,2014
Jordan Hill,3500000,4573289,2014
Jorge Gutierrez,121103,158239,2014
Jose Calderon,6791570,8874233,2014
Jose Juan Barea,4687000,6124288,2014
Josh Childress,7405833,9676863,2014
Josh Harrellson,884293,1155465,2014
Josh McRoberts,2652000,3465247,2014
Josh Smith,14000000,18293159,2014
Jrue Holiday,11000000,14373197,2014
Julyan Stone,884293,1155465,2014
Justin Hamilton,126870,165775,2014
Kawhi Leonard,1991760,2602541,2014
Keith Bogans,5058198,6609316,2014
Kelly Olynyk,1986360,2595485,2014
Kemba Walker,2709720,3540667,2014
Kendall Marshall,547570,715484,2014
Kendrick Perkins,8477437,11077079,2014
Kenneth Faried,1442880,1885345,2014
Kent Bazemore,762195,995925,2014
Kentavious Caldwell-Pope,2653080,3466658,2014
Kenyon Martin,1399507,1828671,2014
Kevin Durant,18773176,24530050,2014
Kevin Garnett,11532468,15068948,2014
Kevin Love,14693906,19199855,2014
Kevin Martin,6500000,8493252,2014
Kevin Seraphin,2761113,3607820,2014
Khris Middleton,788872,1030782,2014
Kirk Hinrich,4059000,5303709,2014
Klay Thompson,3245151,4240290,2014
Kobe Bryant,30453000,39791542,2014
Kosta Koufos,3000000,3919962,2014
Kris Humphries,12000000,15679851,2014
Kwame Brown,3000000,3919962,2014
Kyle Korver,6760563,8833718,2014
Kyle Lowry,6210000,8114323,2014
Kyle O'Quinn,788872,1030782,2014
Kyle Singler,1045000,1365453,2014
Kyrie Irving,5915880,7730009,2014
LaMarcus Aldridge,14100000,18423825,2014
Lance Stephenson,981349,1282283,2014
Lance Thomas,884293,1155465,2014
Landry Fields,5225000,6827268,2014
Larry Sanders,3053368,3989696,2014
Lavoy Allen,3120000,4076761,2014
LeBron James,19067500,24914630,2014
Leandro Barbosa,650359,849794,2014
Linas Kleiza,4600000,6010609,2014
Louis Williams,5225000,6827268,2014
Luc Mbah a Moute,4588384,5995431,2014
Luis Scola,4500000,5879944,2014
Luke Babbitt,387995,506975,2014
Luke Ridnour,4320000,5644746,2014
Luol Deng,14312125,18700999,2014
Maalik Wayns,361952,472946,2014
Malcolm Thomas,702233,917575,2014
Manny Harris,104034,135936,2014
Manu Ginobili,7000000,9146579,2014
MarShon Brooks,1276560,1668022,2014
Marc Gasol,14860523,19417565,2014
Marcin Gortat,7727280,10096883,2014
Marco Belinelli,2750000,3593299,2014
Marcus Camby,3383773,4421421,2014
Marcus Morris,2096760,2739740,2014
Marcus Thornton,8165000,10668832,2014
Mario Chalmers,4000000,5226617,2014
Markieff Morris,2207040,2883838,2014
Marquis Teague,1074720,1404287,2014
Marreese Speights,3500000,4573289,2014
Martell Webster,5150000,6729269,2014
Marvin Williams,7500000,9799907,2014
Mason Plumlee,1298640,1696873,2014
Matt Barnes,3250000,4246626,2014
Matt Bonner,3945000,5154751,2014
Matthew Dellavedova,490180,640495,2014
Maurice Williams,2652000,3465247,2014
Melvin Ely,74469,97305,2014
Metta World Peace,9317280,12174463,2014
Meyers Leonard,2222160,2903594,2014
Michael Beasley,7027424,9182412,2014
Michael Carter-Williams,2200920,2875841,2014
Michael Kidd-Gilchrist,4809840,6284798,2014
Mike Conley,7900000,10322568,2014
Mike Dunleavy,3000000,3919962,2014
Mike James,889097,1161742,2014
Mike Miller,7599507,9929927,2014
Mike Muscala,161471,210986,2014
Mike Scott,788872,1030782,2014
Miles Plumlee,1121520,1465438,2014
Miroslav Raduljica,490180,640495,2014
Mirza Teletovic,3229050,4219251,2014
Moe Harkless,1809840,2364835,2014
Monta Ellis,8360000,10923629,2014
Mustafa Shakur,46404,60633,2014
Nando De Colo,1463000,1911635,2014
Nate Robinson,2016000,2634215,2014
Nate Wolters,490180,640495,2014
Nazr Mohammed,1399507,1828671,2014
Nemanja Nedovic,1056720,1380767,2014
Nenê,13000000,16986505,2014
Nerlens Noel,3172320,4145125,2014
Nick Calathes,490180,640495,2014
Nick Collison,2585668,3378574,2014
Nick Young,1106942,1446390,2014
Nicolas Batum,10920250,14268991,2014
Nikola Pekovic,12100000,15810516,2014
Nikola Vucevic,1892280,2472555,2014
Norris Cole,1191240,1556538,2014
OJ Mayo,8000000,10453234,2014
Ognjen Kuzmic,490180,640495,2014
Omer Asik,5225000,6827268,2014
Omri Casspi,947907,1238586,2014
Orlando Johnson,788872,1030782,2014
Othyus Jeffers,104034,135936,2014
Otto Porter,4278000,5589866,2014
PJ Tucker,884293,1155465,2014
Pablo Prigioni,1591350,2079344,2014
Patrick Beverley,788872,1030782,2014
Patrick Mills,1133950,1481680,2014
Patrick Patterson,3105301,4057554,2014
Pau Gasol,19285850,25199938,2014
Paul George,3282003,4288443,2014
Paul Millsap,9500000,12413215,2014
Paul Pierce,15333334,20035366,2014
Pero Antic,1200000,1567985,2014
Perry Jones,1082520,1414479,2014
Peyton Siva,490180,640495,2014
Phil Pressey,490180,640495,2014
Quentin Richardson,4208107,5498540,2014
Quincy Acy,788872,1030782,2014
Quincy Miller,788872,1030782,2014
Quincy Pondexter,2225478,2907930,2014
Rajon Rondo,12000000,15679851,2014
Ramon Sessions,5000000,6533271,2014
Randy Foye,3000000,3919962,2014
Rashard Lewis,1399507,1828671,2014
Rasual Butler,1399507,1828671,2014
Ray Allen,3229050,4219251,2014
Ray McCallum,524616,685491,2014
Raymond Felton,4180000,5461814,2014
Reggie Bullock,1149000,1501345,2014
Reggie Evans,1695636,2215610,2014
Reggie Jackson,1329720,1737484,2014
Reggie Williams,111518,145715,2014
Richard Hamilton,1000000,1306654,2014
Richard Jefferson,11046000,14433303,2014
Ricky Ledo,550000,718659,2014
Ricky Rubio,4002120,5229387,2014
Robbie Hummel,490180,640495,2014
Robert Covington,490180,640495,2014
Robert Sacre,788873,1030784,2014
Robin Lopez,5119761,6689757,2014
Rodney Stuckey,8500000,11106561,2014
Roger Mason,1272279,1662428,2014
Ronnie Brewer,1256250,1641483,2014
Ronnie Price,1265977,1654194,2014
Ronny Turiaf,1600000,2090646,2014
Roy Hibbert,14283844,18664045,2014
Royal Ivey,74839,97788,2014
Royce White,1777148,2322117,2014
Rudy Gay,17888932,23374649,2014
Rudy Gobert,1078800,1409618,2014
Russell Westbrook,14693906,19199855,2014
Ryan Anderson,8308500,10856337,2014
Ryan Gomes,495521,647474,2014
Ryan Hollins,1186459,1550291,2014
Ryan Kelly,490180,640495,2014
Samuel Dalembert,3700748,4835598,2014
Sasha Vujacic,69791,91192,2014
Scotty Hopson,1350000,1763983,2014
Serge Ibaka,12250000,16006514,2014
Sergey Karasev,1467840,1917959,2014
Seth Curry,66318,86654,2014
Shabazz Muhammad,1887120,2465813,2014
Shane Battier,3270000,4272759,2014
Shane Edwards,28834,37676,2014
Shane Larkin,1536960,2008275,2014
Shannon Brown,481562,629234,2014
Shaun Livingston,1265977,1654194,2014
Shavlik Randolph,306036,399883,2014
Shawn Marion,9316796,12173831,2014
Shawne Williams,535770,700066,2014
Shelvin Mack,884293,1155465,2014
Solomon Hill,1246680,1628979,2014
Solomon Jones,474583,620115,2014
Spencer Hawes,6500000,8493252,2014
Stephen Curry,9887642,12919729,2014
Stephen Jackson,238739,311949,2014
Steve Blake,4000000,5226617,2014
Steve Nash,9300500,12152538,2014
Steve Novak,3750001,4899954,2014
Steven Adams,2090880,2732057,2014
Taj Gibson,7550000,9865239,2014
Tayshaun Prince,7235955,9454891,2014
Terrence Jones,1551840,2027718,2014
Terrence Ross,2678640,3500056,2014
Thabo Sefolosha,3900000,5095951,2014
Thaddeus Young,8600000,11237226,2014
Thomas Robinson,3526440,4607837,2014
Tiago Splitter,10000000,13066542,2014
Tim Duncan,10361446,13538827,2014
Tim Hardaway Jr,1196760,1563751,2014
Timofey Mozgov,4400000,5749278,2014
Tobias Harris,1630800,2130891,2014
Toney Douglas,1600000,2090646,2014
Tony Allen,5000000,6533271,2014
Tony Mitchell,28834,37676,2014
Tony Mitchell,490180,640495,2014
Tony Parker,12500000,16333178,2014
Tony Snell,1409040,1841128,2014
Tony Wroten,1160040,1515771,2014
Tornike Shengelia,788872,1030782,2014
Toure Murry,490180,640495,2014
Trevor Ariza,7727280,10096883,2014
Trevor Booker,2350820,3071709,2014
Trey Burke,2438760,3186616,2014
Tristan Thompson,4285560,5599745,2014
Troy Daniels,158587,207218,2014
Ty Lawson,10786517,14094248,2014
Tyler Hansbrough,3183000,4159080,2014
Tyler Zeller,1633440,2134341,2014
Tyreke Evans,11796247,15413616,2014
Tyrus Thomas,8694215,11360333,2014
Tyson Chandler,14100538,18424528,2014
Udonis Haslem,4340000,5670879,2014
Vander Blue,28834,37676,2014
Victor Claver,1311240,1713337,2014
Victor Oladipo,4763760,6224587,2014
Vince Carter,3180000,4155160,2014
Vitor Faverani,2000000,2613308,2014
Vyacheslav Kravtsov,1500000,1959981,2014
Wayne Ellington,2500000,3266635,2014
Wesley Johnson,916099,1197024,2014
Wesley Matthews,6875480,8983875,2014
Will Barton,788872,1030782,2014
Will Bynum,2790343,3646013,2014
Willie Green,1399507,1828671,2014
Willie Reed,57668,75352,2014
Wilson Chandler,6344164,8289629,2014
Xavier Henry,916099,1197024,2014
Zach Randolph,17800000,23258446,2014
Zaza Pachulia,5200000,6794602,2014
