Player,income,adj_income,season
Dajuan Wagner,2643600,4251903,2005
Dale Davis,10068750,16194339,2005
Damien Wilkins,385277,619670,2005
Damon Jones,2503000,4025766,2005
Damon Stoudamire,12500000,20104704,2005
Dan Dickau,893400,1436923,2005
Dan Gadzuric,695046,1117895,2005
Daniel Santiago,1320000,2123056,2005
Danny Fortson,5818136,9357752,2005
Darius Miles,6750000,10856540,2005
Darius Songaila,1600000,2573402,2005
Darko Milicic,3865440,6217082,2005
Darrell Armstrong,2275000,3659056,2005
Darvin Ham,932546,1499884,2005
David Harrison,835560,1343894,2005
David Wesley,4455000,7165316,2005
David West,1247160,2005902,2005
DeSagana Diop,2695164,4334838,2005
DeShawn Stevenson,2500000,4020940,2005
Delonte West,939480,1511037,2005
DerMarr Johnson,745046,1198314,2005
Derek Anderson,8443500,13580325,2005
Derek Fisher,4903000,7885869,2005
Derrick Coleman,4500000,7237693,2005
Desmond Mason,6529630,10502102,2005
Devean George,4546000,7311679,2005
Devin Brown,695046,1117895,2005
Devin Harris,2741880,4409975,2005
Didier Ilunga-Mbenga,800000,1286701,2005
Dikembe Mutombo,19485719,31340370,2005
Dirk Nowitzki,12584688,20240914,2005
Donta Smith,425000,683559,2005
Donyell Marshall,5023850,8080241,2005
Dorell Wright,1152240,1853235,2005
Doug Christie,7550000,12143241,2005
Drew Gooden,3214080,5169450,2005
Dwight Howard,4179720,6722562,2005
Dwyane Wade,2834160,4558396,2005
Earl Boykins,2500000,4020940,2005
Earl Watson,1458000,2345012,2005
Eddie Gill,720046,1158104,2005
Eddie Griffin,695046,1117895,2005
Eddie House,1388327,2232951,2005
Eddie Jones,13455000,21640704,2005
Eddie Robinson,5055556,8131236,2005
Eddy Curry,3896402,6266880,2005
Eduardo Najera,3809524,6127148,2005
Efthimios Rentzias,516865,831313,2005
Elden Campbell,4400000,7076856,2005
Elton Brand,12056000,19390585,2005
Emeka Okafor,3739680,6014812,2005
Eric Piatkowski,2750000,4423035,2005
Eric Snow,4875000,7840834,2005
Eric Williams,3580000,5757987,2005
Erick Dampier,7700000,12384498,2005
Erick Strickland,1650000,2653821,2005
Erik Daniels,385277,619670,2005
Ervin Johnson,4837633,7780734,2005
Etan Thomas,4903000,7885869,2005
Evan Eschmeyer,3407655,5480791,2005
Francisco Elson,620046,997267,2005
Frank Williams,957480,1539988,2005
Fred Hoiberg,1600000,2573402,2005
Fred Jones,1572480,2529139,2005
Gary Payton,5408700,8699225,2005
Geno Carlisle,65779,105797,2005
George Lynch,3000000,4825129,2005
Gerald Wallace,1652453,2657766,2005
Gilbert Arenas,9389600,15102010,2005
Glenn Robinson,12071250,19415113,2005
Gordan Giricek,4000000,6433505,2005
Grant Hill,14487000,23300548,2005
Greg Buckner,2647824,4258697,2005
Greg Ostertag,4000000,6433505,2005
Hidayet Turkoglu,4903000,7885869,2005
Horace Jenkins,385277,619670,2005
Howard Eisley,6301923,10135864,2005
Iakovos Tsakalidis,2900000,4664291,2005
Ibo Kutluay,1600000,2573402,2005
Ira Newble,2704350,4349612,2005
JR Smith,1206600,1940666,2005
Jabari Smith Sr,720046,1158104,2005
Jackson Vroman,385277,619670,2005
Jacque Vaughn,932546,1499884,2005
Jahidi White,6166466,9917998,2005
Jake Voskuhl,1687500,2714135,2005
Jalen Rose,14487000,23300548,2005
Jamaal Magloire,8533333,13724811,2005
Jamaal Tinsley,1554326,2499941,2005
Jamal Crawford,5760000,9264247,2005
Jamal Mashburn,9300000,14957900,2005
Jamal Sampson,695046,1117895,2005
Jameer Nelson,1106160,1779121,2005
James Jones,620046,997267,2005
James Posey,5408700,8699225,2005
Jamison Brewer,720046,1158104,2005
Jannero Pargo,695046,1117895,2005
Jared Jeffries,1834080,2949890,2005
Jared Reiner,385277,619670,2005
Jarron Collins,1700000,2734239,2005
Jarvis Hayes,1879920,3023618,2005
Jason Caffey,4148148,6671783,2005
Jason Collier,1500000,2412564,2005
Jason Collins,1887864,3036395,2005
Jason Hart,1400000,2251726,2005
Jason Kapono,620046,997267,2005
Jason Kidd,14796000,23797536,2005
Jason Richardson,3534018,5684031,2005
Jason Terry,7500000,12062822,2005
Jason Williams,6875000,11057587,2005
Jay Williams,1550551,2493869,2005
Jeff Foster,4500000,7237693,2005
Jeff McInnis,3600000,5790154,2005
Jelani McCoy,167418,269271,2005
Jermaine O'Neal,14796000,23797536,2005
Jerome Beasley,620046,997267,2005
Jerome James,5455200,8774014,2005
Jerome Moiso,1760000,2830742,2005
Jerome Williams,6187500,9951828,2005
Jerry Stackhouse,7437500,11962299,2005
Jim Jackson,2420000,3892270,2005
Jiri Welsch,1419240,2282672,2005
Joe Johnson,2358954,3794085,2005
Joe Smith,5899400,9488455,2005
Joel Przybilla,1500000,2412564,2005
John Amaechi,1200000,1930051,2005
John Edwards,385277,619670,2005
John Salmons,925680,1488841,2005
Jon Barry,1800000,2895077,2005
Jonathan Bender,6525000,10494655,2005
Josh Childress,2490360,4005436,2005
Josh Davis,620046,997267,2005
Josh Howard,863640,1389058,2005
Josh Smith,1270080,2042766,2005
Juan Dixon,1348200,2168413,2005
Jumaine Jones,1687500,2714135,2005
Junior Harrington,695046,1117895,2005
Justin Reed,385277,619670,2005
Juwan Howard,5408700,8699225,2005
Kaniel Dickens,483938,778354,2005
Kareem Rush,1174200,1888555,2005
Kedrick Brown,2332388,3751357,2005
Keith Bogans,620046,997267,2005
Keith McLeod,750000,1206282,2005
Keith Van Horn,14487000,23300548,2005
Kelvin Cato,7992000,12854144,2005
Kendall Gill,912195,1467152,2005
Kendrick Perkins,875400,1407972,2005
Kenny Anderson,1100000,1769214,2005
Kenny Thomas,6000000,9650258,2005
Kenyon Martin,9454546,15206468,2005
Kerry Kittles,9566667,15386801,2005
Kevin Garnett,16000000,25734022,2005
Kevin Martin,872040,1402568,2005
Kevin Ollie,2704350,4349612,2005
Kevin Willis,1300000,2090889,2005
Keyon Dooling,745046,1198314,2005
Kirk Hinrich,2349840,3779427,2005
Kirk Snyder,1336920,2150270,2005
Kobe Bryant,14175000,22798735,2005
Kris Humphries,1481400,2382648,2005
Kurt Thomas,5884500,9464490,2005
Kwame Brown,5361873,8623909,2005
Kyle Korver,620046,997267,2005
Lamar Odom,10548596,16966112,2005
Lamond Murray,4875000,7840834,2005
Laron Profit,745046,1198314,2005
Larry Hughes,5455200,8774014,2005
Latrell Sprewell,14625000,23522504,2005
LeBron James,4320360,6948764,2005
Leandro Barbosa,870000,1399287,2005
Lee Nailon,745046,1198314,2005
Lindsey Hunter,1600000,2573402,2005
Linton Johnson,620046,997267,2005
Lionel Chalmers,450000,723769,2005
Lonny Baxter,542475,872503,2005
Loren Woods,755000,1214324,2005
Lorenzen Wright,7150000,11499891,2005
Lucious Harris,2500000,4020940,2005
Luis Flores,385277,619670,2005
Luke Jackson,1818720,2925186,2005
Luke Ridnour,1531200,2462745,2005
Luke Walton,620046,997267,2005
Luol Deng,2273400,3656482,2005
Maciej Lampe,900000,1447538,2005
Malik Allen,1950625,3137339,2005
Malik Rose,5462500,8785755,2005
Mamadou N'diaye,750000,1206282,2005
Manu Ginobili,6603500,10620913,2005
Marc Jackson,4225000,6795390,2005
Marcus Banks,1611840,2592445,2005
Marcus Camby,8500000,13671199,2005
Marcus Fizer,735960,1183700,2005
Marcus Haislip,1976380,3178761,2005
Mario Kasun,385277,619670,2005
Mark Blount,4903000,7885869,2005
Mark Madsen,745046,1198314,2005
Mark Pope,870046,1399361,2005
Marko Jaric,2100000,3377590,2005
Marquis Daniels,4903000,7885869,2005
Mateen Cleaves,735960,1183700,2005
Matt Barnes,695046,1117895,2005
Matt Bonner,385277,619670,2005
Matt Freije,380579,612113,2005
Matt Harpring,4690000,7543285,2005
Matt Maloney,3237500,5207118,2005
Maurice Evans,695046,1117895,2005
Maurice Taylor,8450000,13590780,2005
Maurice Williams,1600000,2573402,2005
Mehmet Okur,7500000,12062822,2005
Melvin Ely,1742400,2802435,2005
Metta World Peace,6157895,9904212,2005
Michael Bradley,720046,1158104,2005
Michael Curry,845122,1359274,2005
Michael Doleac,2400000,3860103,2005
Michael Finley,14609375,23497373,2005
Michael Olowokandi,5408700,8699225,2005
Michael Redd,3000000,4825129,2005
Michael Ruffin,745046,1198314,2005
Michael Stewart,4800000,7720206,2005
Mickael Pietrus,1785960,2872495,2005
Mike Bibby,10500000,16887952,2005
Mike Dunleavy,3565080,5733990,2005
Mike James,3100000,4985966,2005
Mike Miller,6000000,9650258,2005
Mike Sweetney,1978920,3182848,2005
Mike Wilks,1440092,2316208,2005
Mikki Moore,870046,1399361,2005
Milt Palacio,807546,1298837,2005
Moochie Norris,3850000,6192249,2005
Morris Peterson,4400000,7076856,2005
Nate Huffman,1280000,2058721,2005
Nazr Mohammed,5250000,8443976,2005
Ndudi Ebi,901440,1449854,2005
Nenad Krstic,939480,1511037,2005
Nenê,2260280,3635380,2005
Nick Collison,1969680,3167986,2005
Nick Van Exel,11933252,19193160,2005
Nikoloz Tskitishvili,2910600,4681340,2005
Othella Harrington,3150000,5066385,2005
PJ Brown,8000000,12867011,2005
Pape Sow,385277,619670,2005
Pat Garrity,2937500,4724605,2005
Pau Gasol,4318481,6945742,2005
Paul Pierce,12584688,20240914,2005
Pavel Podkolzin,1061880,1707902,2005
Peter John Ramos,600000,965025,2005
Predrag Drobnjak,2550000,4101359,2005
Predrag Stojakovic,6875000,11057587,2005
Primoz Brezec,1554326,2499941,2005
Quentin Richardson,5800000,9328583,2005
Quinton Ross,620046,997267,2005
Qyntel Woods,1127280,1813090,2005
Radoslav Nesterovic,6160000,9907598,2005
Raef LaFrentz,9714538,15624633,2005
Rafael Araujo,2082720,3349797,2005
Rafer Alston,3500000,5629317,2005
Raja Bell,1320000,2123056,2005
Rashard Lewis,7792208,12532803,2005
Rasheed Wallace,9720000,15633418,2005
Rasual Butler,1200000,1930051,2005
Raul Lopez,997320,1604065,2005
Ray Allen,14625000,23522504,2005
Reece Gaines,1454640,2339608,2005
Reggie Evans,880000,1415371,2005
Reggie Miller,5500000,8846070,2005
Richard Hamilton,7812500,12565440,2005
Richard Jefferson,2266794,3645857,2005
Richie Frahm,695046,1117895,2005
Rick Brunson,932546,1499884,2005
Rick Fox,4800000,7720206,2005
Ricky Davis,5455200,8774014,2005
Robert Horry,1100000,1769214,2005
Robert Swift,1641360,2639924,2005
Robert Traylor,1600000,2573402,2005
Rodney Buford,745046,1198314,2005
Rodney Rogers,2700000,4342616,2005
Rodney White,1797845,2891611,2005
Roger Mason,203428,327188,2005
Romain Sato,385277,619670,2005
Ron Mercer,1600000,2573402,2005
Ronald Dupree,620046,997267,2005
Ronald Murray,695046,1117895,2005
Royal Ivey,425000,683559,2005
Ruben Patterson,5899400,9488455,2005
Ryan Bowen,807046,1298033,2005
Ryan Humphrey,1223160,1967301,2005
Sam Cassell,6250000,10052352,2005
Samaki Walker,995046,1600408,2005
Samuel Dalembert,1599549,2572676,2005
Sasha Vujacic,846840,1362037,2005
Scot Pollard,5792250,9316118,2005
Scott Padgett,807546,1298837,2005
Scott Williams,1600000,2573402,2005
Scottie Pippen,5408700,8699225,2005
Sean Marks,745046,1198314,2005
Sebastian Telfair,1559280,2507909,2005
Shandon Anderson,8173699,13146383,2005
Shane Battier,3212402,5166751,2005
Shaquille O'Neal,27696430,44546283,2005
Shareef Abdur-Rahim,14625000,23522504,2005
Shaun Livingston,3027840,4869906,2005
Shawn Bradley,4000000,6433505,2005
Shawn Marion,12330000,19831280,2005
Smush Parker,695046,1117895,2005
Speedy Claxton,3300000,5307642,2005
Stacey Augmon,1100000,1769214,2005
Stanislav Medvedenko,3000000,4825129,2005
Stephen Jackson,5100000,8202719,2005
Stephon Marbury,14625000,23522504,2005
Steve Blake,620046,997267,2005
Steve Francis,12330000,19831280,2005
Steve Nash,8750000,14073293,2005
Steve Smith,1100000,1769214,2005
Steven Hunter,1720046,2766480,2005
Stromile Swift,5993105,9639168,2005
TJ Ford,2152800,3462512,2005
Tamar Slay,695046,1117895,2005
Tariq Abdul-Wahad,6750000,10856540,2005
Tayshaun Prince,1038960,1671038,2005
Theo Ratliff,10937500,17591616,2005
Theron Smith,620046,997267,2005
Tierre Brown,720046,1158104,2005
Tim Duncan,14260641,22936478,2005
Tim Thomas,12900000,20748055,2005
Todd MacCulloch,5899400,9488455,2005
Tom Gugliotta,2700000,4342616,2005
Tommy Smith,620046,997267,2005
Toni Kukoc,3000000,4825129,2005
Tony Allen,901920,1450626,2005
Tony Battie,4800000,7720206,2005
Tony Bobbitt,305403,491202,2005
Tony Delk,2700000,4342616,2005
Tony Massenburg,1100000,1769214,2005
Tony Parker,1545441,2485650,2005
Tracy McGrady,14487000,23300548,2005
Travis Best,1000000,1608376,2005
Travis Outlaw,1011600,1627033,2005
Tremaine Fowlkes,79029,127108,2005
Trenton Hassell,4350000,6996437,2005
Trevor Ariza,385277,619670,2005
Troy Bell,1381920,2222647,2005
Troy Hudson,4903000,7885869,2005
Troy Murphy,2231808,3589587,2005
Tyronn Lue,1600000,2573402,2005
Tyson Chandler,4801102,7721979,2005
Udonis Haslem,620046,997267,2005
Viktor Khryapa,1019400,1639578,2005
Vin Baker,8833333,14207323,2005
Vince Carter,12584688,20240914,2005
Vitaly Potapenko,6191250,9957860,2005
Vlade Divac,4903000,7885869,2005
Vladimir Radmanovic,2300984,3700848,2005
Vladimir Stepania,1100000,1769214,2005
Voshon Lenard,3250000,5227223,2005
Wally Szczerbiak,9000000,14475387,2005
Walter McCarty,1337500,2151203,2005
Wang Zhizhi,745046,1198314,2005
Wesley Person,1600000,2573402,2005
Willie Green,620046,997267,2005
Yao Ming,4436880,7136173,2005
Yuta Tabuse,108066,173810,2005
Zach Randolph,1504272,2419435,2005
Zarko Cabarkapa,1312800,2111476,2005
Zaza Pachulia,620046,997267,2005
Zeljko Rebraca,2500000,4020940,2005
Zendon Hamilton,807546,1298837,2005
Zoran Planinic,1053720,1694778,2005
Zydrunas Ilgauskas,14625000,23522504,2005
