,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%
20330,2009-2010,Patrick O'Bryant,C,23.0,TOR,19.0,1.0,4.0,5.0,2.0,2.0,9.0,51.0,11.0,0.0,12.0,6.0,15.0,1.0,0.0,8.0,3.0,9.9,0.0,1.7272727272727273,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.18181818181818182,1.0,4.636363636363637,0.5333333333333333,0.5,0.0
20331,2009-2010,Jermaine O'Neal,C,31.0,MIA,950.0,92.0,95.0,125.0,25.0,124.0,362.0,1991.0,70.0,70.0,212.0,225.0,745.0,2.0,0.0,394.0,162.0,17.9,5.6,13.571428571428571,1.3142857142857143,1.3571428571428572,1.7857142857142858,0.35714285714285715,6.942857142857143,28.442857142857143,0.5288590604026846,0.72,0.0
20418,2009-2010,Rodney Stuckey,PG,23.0,DET,1215.0,348.0,12.0,163.0,101.0,67.0,214.0,2499.0,73.0,67.0,205.0,359.0,1109.0,79.0,18.0,449.0,299.0,15.6,2.7,16.643835616438356,4.767123287671233,0.1643835616438356,2.232876712328767,1.3835616438356164,3.8493150684931505,34.23287671232877,0.4048692515779982,0.8328690807799443,0.22784810126582278
20332,2009-2010,Shaquille O'Neal,C,37.0,CLE,636.0,80.0,62.0,105.0,15.0,93.0,262.0,1240.0,53.0,53.0,169.0,226.0,463.0,1.0,0.0,262.0,112.0,17.9,3.1,12.0,1.509433962264151,1.169811320754717,1.9811320754716981,0.2830188679245283,6.69811320754717,23.39622641509434,0.5658747300215983,0.49557522123893805,0.0
20333,2009-2010,Fabricio Oberto,C,34.0,WAS,83.0,51.0,9.0,36.0,11.0,34.0,71.0,650.0,57.0,20.0,121.0,17.0,56.0,0.0,0.0,35.0,13.0,5.7,0.6,1.456140350877193,0.8947368421052632,0.15789473684210525,0.631578947368421,0.19298245614035087,1.8421052631578947,11.403508771929825,0.625,0.7647058823529411,
20334,2009-2010,Greg Oden,C,22.0,POR,233.0,19.0,48.0,39.0,8.0,64.0,114.0,502.0,21.0,21.0,84.0,64.0,152.0,0.0,0.0,92.0,49.0,23.1,2.2,11.095238095238095,0.9047619047619048,2.2857142857142856,1.8571428571428572,0.38095238095238093,8.476190476190476,23.904761904761905,0.6052631578947368,0.765625,
20328,2009-2010,Steve Novak,SF,26.0,LAC,113.0,6.0,2.0,2.0,7.0,1.0,32.0,362.0,54.0,0.0,21.0,9.0,108.0,71.0,22.0,42.0,7.0,8.3,0.3,2.0925925925925926,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.12962962962962962,0.6111111111111112,6.703703703703703,0.3888888888888889,0.7777777777777778,0.30985915492957744
20335,2009-2010,Lamar Odom,PF,30.0,LAL,882.0,267.0,59.0,150.0,75.0,184.0,618.0,2585.0,82.0,38.0,227.0,202.0,739.0,182.0,58.0,342.0,140.0,15.9,7.7,10.75609756097561,3.2560975609756095,0.7195121951219512,1.829268292682927,0.9146341463414634,9.78048780487805,31.524390243902438,0.462787550744249,0.693069306930693,0.31868131868131866
20417,2009-2010,Amar'e Stoudemire,PF,27.0,PHO,1896.0,82.0,83.0,213.0,52.0,230.0,502.0,2838.0,82.0,82.0,281.0,632.0,1264.0,6.0,1.0,704.0,487.0,22.6,10.7,23.121951219512194,1.0,1.0121951219512195,2.597560975609756,0.6341463414634146,8.926829268292684,34.609756097560975,0.5569620253164557,0.7705696202531646,0.16666666666666666
20416,2009-2010,Peja Stojakovic,SF,32.0,NOH,784.0,92.0,5.0,56.0,48.0,39.0,188.0,1947.0,62.0,55.0,83.0,107.0,688.0,352.0,132.0,278.0,96.0,12.4,2.7,12.64516129032258,1.4838709677419355,0.08064516129032258,0.9032258064516129,0.7741935483870968,3.661290322580645,31.403225806451612,0.40406976744186046,0.897196261682243,0.375
20412,2009-2010,Jerry Stackhouse,SG,35.0,MIL,358.0,70.0,9.0,66.0,21.0,19.0,81.0,855.0,42.0,0.0,56.0,69.0,316.0,130.0,45.0,129.0,55.0,11.1,0.9,8.523809523809524,1.6666666666666667,0.21428571428571427,1.5714285714285714,0.5,2.380952380952381,20.357142857142858,0.40822784810126583,0.7971014492753623,0.34615384615384615
20411,2009-2010,Marreese Speights,C,22.0,PHI,532.0,36.0,34.0,51.0,29.0,85.0,167.0,1016.0,62.0,1.0,152.0,145.0,444.0,5.0,0.0,212.0,108.0,17.6,2.1,8.580645161290322,0.5806451612903226,0.5483870967741935,0.8225806451612904,0.46774193548387094,4.064516129032258,16.387096774193548,0.4774774774774775,0.7448275862068966,0.0
20337,2009-2010,Mehmet Okur,C,30.0,UTA,988.0,119.0,81.0,127.0,38.0,132.0,383.0,2149.0,73.0,73.0,223.0,239.0,775.0,213.0,82.0,355.0,196.0,15.6,5.6,13.534246575342467,1.63013698630137,1.1095890410958904,1.7397260273972603,0.5205479452054794,7.054794520547945,29.438356164383563,0.45806451612903226,0.8200836820083682,0.38497652582159625
20338,2009-2010,Kevin Ollie,PG,37.0,OKC,44.0,20.0,0.0,6.0,9.0,3.0,22.0,263.0,25.0,0.0,16.0,8.0,45.0,1.0,0.0,18.0,8.0,7.0,0.3,1.76,0.8,0.0,0.24,0.36,1.0,10.52,0.4,1.0,0.0
20342,2009-2010,Zaza Pachulia,C,25.0,ATL,333.0,42.0,31.0,58.0,37.0,117.0,176.0,1089.0,78.0,1.0,186.0,143.0,246.0,4.0,0.0,120.0,93.0,13.1,2.7,4.269230769230769,0.5384615384615384,0.3974358974358974,0.7435897435897436,0.47435897435897434,3.7564102564102564,13.961538461538462,0.4878048780487805,0.6503496503496503,0.0
20336,2009-2010,Emeka Okafor,C,27.0,NOH,850.0,55.0,127.0,111.0,54.0,251.0,491.0,2370.0,82.0,82.0,218.0,274.0,656.0,0.0,0.0,348.0,154.0,16.5,5.5,10.365853658536585,0.6707317073170732,1.548780487804878,1.353658536585366,0.6585365853658537,9.048780487804878,28.902439024390244,0.5304878048780488,0.5620437956204379,
20419,2009-2010,DaJuan Summers,SF,22.0,DET,134.0,16.0,7.0,16.0,8.0,14.0,31.0,405.0,44.0,0.0,52.0,38.0,130.0,42.0,15.0,46.0,27.0,7.5,0.0,3.0454545454545454,0.36363636363636365,0.1590909090909091,0.36363636363636365,0.18181818181818182,1.0227272727272727,9.204545454545455,0.35384615384615387,0.7105263157894737,0.35714285714285715
20327,2009-2010,Andres Nocioni,SF,30.0,SAC,635.0,75.0,26.0,67.0,32.0,32.0,190.0,1477.0,75.0,28.0,160.0,99.0,587.0,249.0,96.0,234.0,71.0,11.1,1.3,8.466666666666667,1.0,0.3466666666666667,0.8933333333333333,0.4266666666666667,2.96,19.69333333333333,0.3986371379897785,0.7171717171717171,0.3855421686746988
20420,2009-2010,Jermaine Taylor,SG,23.0,HOU,128.0,16.0,3.0,19.0,10.0,21.0,25.0,303.0,31.0,4.0,15.0,46.0,119.0,22.0,5.0,45.0,33.0,11.4,0.1,4.129032258064516,0.5161290322580645,0.0967741935483871,0.6129032258064516,0.3225806451612903,1.4838709677419355,9.774193548387096,0.37815126050420167,0.717391304347826,0.22727272727272727
20432,2009-2010,Kenny Thomas,PF,32.0,SAC,41.0,15.0,10.0,17.0,10.0,35.0,51.0,313.0,26.0,2.0,42.0,12.0,35.0,0.0,0.0,17.0,7.0,9.0,0.4,1.5769230769230769,0.5769230769230769,0.38461538461538464,0.6538461538461539,0.38461538461538464,3.3076923076923075,12.038461538461538,0.4857142857142857,0.5833333333333334,
20431,2009-2010,Etan Thomas,C,31.0,OKC,75.0,1.0,16.0,18.0,4.0,18.0,46.0,321.0,23.0,1.0,39.0,22.0,68.0,0.0,0.0,31.0,13.0,6.9,0.2,3.260869565217391,0.043478260869565216,0.6956521739130435,0.782608695652174,0.17391304347826086,2.782608695652174,13.956521739130435,0.45588235294117646,0.5909090909090909,
20430,2009-2010,Hasheem Thabeet,C,22.0,MEM,208.0,11.0,89.0,43.0,15.0,85.0,158.0,883.0,68.0,13.0,162.0,93.0,131.0,0.0,0.0,77.0,54.0,12.9,2.0,3.0588235294117645,0.16176470588235295,1.3088235294117647,0.6323529411764706,0.22058823529411764,3.573529411764706,12.985294117647058,0.5877862595419847,0.5806451612903226,
20429,2009-2010,Jason Terry,SG,32.0,DAL,1280.0,292.0,17.0,109.0,94.0,19.0,121.0,2540.0,77.0,12.0,142.0,268.0,1041.0,373.0,136.0,456.0,232.0,16.5,6.5,16.623376623376622,3.792207792207792,0.22077922077922077,1.4155844155844155,1.2207792207792207,1.8181818181818181,32.98701298701299,0.43804034582132567,0.8656716417910447,0.3646112600536193
20309,2009-2010,Nazr Mohammed,C,32.0,CHA,459.0,28.0,43.0,53.0,15.0,114.0,190.0,984.0,58.0,29.0,105.0,125.0,342.0,0.0,0.0,189.0,81.0,19.6,3.6,7.913793103448276,0.4827586206896552,0.7413793103448276,0.9137931034482759,0.25862068965517243,5.241379310344827,16.96551724137931,0.5526315789473685,0.648,
20310,2009-2010,Jamario Moon,SF,29.0,CLE,296.0,49.0,30.0,23.0,34.0,26.0,165.0,1052.0,61.0,2.0,69.0,45.0,247.0,100.0,32.0,114.0,36.0,12.6,2.9,4.852459016393443,0.8032786885245902,0.4918032786885246,0.3770491803278688,0.5573770491803278,3.1311475409836067,17.24590163934426,0.46153846153846156,0.8,0.32
20311,2009-2010,Mikki Moore,C,34.0,GSW,115.0,36.0,13.0,21.0,5.0,26.0,43.0,406.0,23.0,20.0,60.0,11.0,90.0,0.0,0.0,54.0,7.0,11.2,0.6,5.0,1.565217391304348,0.5652173913043478,0.9130434782608695,0.21739130434782608,3.0,17.652173913043477,0.6,0.6363636363636364,
20312,2009-2010,Randolph Morris,PF,24.0,ATL,62.0,2.0,3.0,12.0,5.0,10.0,28.0,124.0,28.0,0.0,34.0,27.0,41.0,0.0,0.0,23.0,16.0,14.6,0.3,2.2142857142857144,0.07142857142857142,0.10714285714285714,0.42857142857142855,0.17857142857142858,1.3571428571428572,4.428571428571429,0.5609756097560976,0.5925925925925926,
20313,2009-2010,Adam Morrison,SF,25.0,LAL,74.0,18.0,2.0,10.0,3.0,10.0,22.0,241.0,31.0,0.0,17.0,8.0,85.0,21.0,5.0,32.0,5.0,7.4,0.0,2.3870967741935485,0.5806451612903226,0.06451612903225806,0.3225806451612903,0.0967741935483871,1.032258064516129,7.774193548387097,0.3764705882352941,0.625,0.23809523809523808
20421,2009-2010,Jeff Teague,PG,21.0,ATL,228.0,122.0,11.0,50.0,34.0,5.0,62.0,719.0,71.0,3.0,82.0,49.0,227.0,32.0,7.0,90.0,41.0,11.0,0.6,3.211267605633803,1.7183098591549295,0.15492957746478872,0.704225352112676,0.4788732394366197,0.9436619718309859,10.126760563380282,0.3964757709251101,0.8367346938775511,0.21875
20314,2009-2010,Anthony Morrow,SG,24.0,GSW,899.0,104.0,16.0,84.0,65.0,61.0,198.0,2018.0,69.0,37.0,158.0,114.0,703.0,307.0,140.0,329.0,101.0,14.0,3.5,13.028985507246377,1.5072463768115942,0.2318840579710145,1.2173913043478262,0.9420289855072463,3.753623188405797,29.246376811594203,0.46799431009957326,0.8859649122807017,0.4560260586319218
20315,2009-2010,Byron Mullens,PF,20.0,OKC,14.0,1.0,0.0,4.0,2.0,3.0,7.0,54.0,13.0,0.0,13.0,0.0,19.0,0.0,0.0,7.0,0.0,0.7,-0.1,1.0769230769230769,0.07692307692307693,0.0,0.3076923076923077,0.15384615384615385,0.7692307692307693,4.153846153846154,0.3684210526315789,,
20316,2009-2010,Troy Murphy,PF,29.0,IND,1050.0,150.0,34.0,100.0,72.0,129.0,608.0,2344.0,72.0,69.0,175.0,193.0,813.0,333.0,128.0,384.0,154.0,18.0,7.8,14.583333333333334,2.0833333333333335,0.4722222222222222,1.3888888888888888,1.0,10.23611111111111,32.55555555555556,0.47232472324723246,0.7979274611398963,0.3843843843843844
20323,2009-2010,Steve Nash,PG,35.0,PHO,1333.0,892.0,12.0,295.0,42.0,34.0,234.0,2660.0,81.0,81.0,108.0,225.0,985.0,291.0,124.0,499.0,211.0,21.6,9.9,16.45679012345679,11.012345679012345,0.14814814814814814,3.6419753086419755,0.5185185185185185,3.308641975308642,32.839506172839506,0.5065989847715736,0.9377777777777778,0.4261168384879725
20324,2009-2010,Jameer Nelson,PG,27.0,ORL,818.0,353.0,2.0,139.0,48.0,26.0,168.0,1860.0,65.0,64.0,147.0,116.0,706.0,226.0,86.0,317.0,98.0,15.5,5.0,12.584615384615384,5.430769230769231,0.03076923076923077,2.1384615384615384,0.7384615384615385,2.9846153846153847,28.615384615384617,0.4490084985835694,0.8448275862068966,0.3805309734513274
20325,2009-2010,Rasho Nesterovic,C,33.0,TOR,163.0,25.0,17.0,16.0,10.0,37.0,52.0,413.0,42.0,8.0,54.0,5.0,149.0,0.0,0.0,81.0,1.0,16.0,0.8,3.880952380952381,0.5952380952380952,0.40476190476190477,0.38095238095238093,0.23809523809523808,2.119047619047619,9.833333333333334,0.5436241610738255,0.2,
20326,2009-2010,Joakim Noah,C,24.0,CHI,687.0,132.0,100.0,117.0,32.0,220.0,484.0,1925.0,64.0,54.0,198.0,219.0,520.0,0.0,0.0,262.0,163.0,17.9,6.2,10.734375,2.0625,1.5625,1.828125,0.5,11.0,30.078125,0.5038461538461538,0.7442922374429224,
20343,2009-2010,Jannero Pargo,PG,30.0,CHI,344.0,89.0,2.0,50.0,29.0,9.0,69.0,829.0,63.0,5.0,68.0,45.0,381.0,138.0,38.0,132.0,42.0,8.9,-0.3,5.4603174603174605,1.4126984126984128,0.031746031746031744,0.7936507936507936,0.4603174603174603,1.2380952380952381,13.158730158730158,0.3464566929133858,0.9333333333333333,0.2753623188405797
20410,2009-2010,Darius Songaila,C,31.0,NOH,543.0,70.0,14.0,81.0,62.0,59.0,173.0,1410.0,75.0,1.0,206.0,74.0,488.0,6.0,1.0,241.0,60.0,11.6,1.3,7.24,0.9333333333333333,0.18666666666666668,1.08,0.8266666666666667,3.0933333333333333,18.8,0.49385245901639346,0.8108108108108109,0.16666666666666666
20409,2009-2010,Josh Smith,PF,24.0,ATL,1269.0,342.0,172.0,198.0,130.0,223.0,482.0,2871.0,81.0,81.0,240.0,422.0,999.0,7.0,0.0,504.0,261.0,21.0,9.3,15.666666666666666,4.222222222222222,2.123456790123457,2.4444444444444446,1.6049382716049383,8.703703703703704,35.44444444444444,0.5045045045045045,0.6184834123222749,0.0
20344,2009-2010,Anthony Parker,SG,34.0,CLE,595.0,157.0,18.0,71.0,63.0,30.0,201.0,2289.0,81.0,81.0,151.0,95.0,475.0,261.0,108.0,206.0,75.0,9.9,4.9,7.345679012345679,1.9382716049382716,0.2222222222222222,0.8765432098765432,0.7777777777777778,2.8518518518518516,28.25925925925926,0.4336842105263158,0.7894736842105263,0.41379310344827586
20360,2009-2010,Joel Przybilla,C,30.0,POR,123.0,8.0,43.0,39.0,8.0,72.0,166.0,681.0,30.0,9.0,95.0,51.0,86.0,0.0,0.0,45.0,33.0,11.2,1.4,4.1,0.26666666666666666,1.4333333333333333,1.3,0.26666666666666666,7.933333333333334,22.7,0.5232558139534884,0.6470588235294118,
20399,2009-2010,Ramon Sessions,PG,23.0,MIN,674.0,258.0,5.0,137.0,55.0,58.0,156.0,1732.0,82.0,1.0,137.0,233.0,555.0,15.0,1.0,253.0,167.0,12.9,1.1,8.21951219512195,3.1463414634146343,0.06097560975609756,1.670731707317073,0.6707317073170732,2.6097560975609757,21.121951219512194,0.45585585585585586,0.7167381974248928,0.06666666666666667
20361,2009-2010,Chris Quinn,PG,26.0,NJN,56.0,29.0,1.0,10.0,9.0,1.0,15.0,223.0,25.0,0.0,15.0,6.0,56.0,32.0,10.0,20.0,6.0,9.3,0.1,2.24,1.16,0.04,0.4,0.36,0.64,8.92,0.35714285714285715,1.0,0.3125
20398,2009-2010,Thabo Sefolosha,SG,25.0,OKC,489.0,145.0,46.0,90.0,97.0,76.0,311.0,2348.0,82.0,82.0,154.0,89.0,441.0,131.0,41.0,194.0,60.0,9.8,4.0,5.963414634146342,1.7682926829268293,0.5609756097560976,1.0975609756097562,1.1829268292682926,4.719512195121951,28.634146341463413,0.4399092970521542,0.6741573033707865,0.31297709923664124
20397,2009-2010,Luis Scola,PF,29.0,HOU,1329.0,169.0,26.0,163.0,63.0,175.0,530.0,2671.0,82.0,82.0,246.0,267.0,1090.0,5.0,1.0,560.0,208.0,17.2,6.3,16.20731707317073,2.0609756097560976,0.3170731707317073,1.9878048780487805,0.7682926829268293,8.597560975609756,32.573170731707314,0.5137614678899083,0.7790262172284644,0.2
20365,2009-2010,Anthony Randolph,C,20.0,GSW,384.0,42.0,51.0,49.0,28.0,73.0,142.0,749.0,33.0,8.0,92.0,136.0,309.0,5.0,1.0,137.0,109.0,18.7,1.5,11.636363636363637,1.2727272727272727,1.5454545454545454,1.4848484848484849,0.8484848484848485,6.515151515151516,22.696969696969695,0.44336569579288027,0.8014705882352942,0.2
20369,2009-2010,Zach Randolph,PF,28.0,MEM,1681.0,149.0,34.0,174.0,80.0,330.0,620.0,3051.0,81.0,81.0,226.0,465.0,1336.0,52.0,15.0,652.0,362.0,21.2,9.7,20.753086419753085,1.8395061728395061,0.41975308641975306,2.1481481481481484,0.9876543209876543,11.728395061728396,37.666666666666664,0.4880239520958084,0.7784946236559139,0.28846153846153844
20373,2009-2010,Michael Redd,SG,30.0,MIL,215.0,39.0,2.0,15.0,19.0,11.0,43.0,492.0,18.0,12.0,24.0,66.0,213.0,60.0,18.0,75.0,47.0,12.1,0.6,11.944444444444445,2.1666666666666665,0.1111111111111111,0.8333333333333334,1.0555555555555556,3.0,27.333333333333332,0.352112676056338,0.7121212121212122,0.3
20396,2009-2010,Brian Scalabrine,PF,31.0,BOS,78.0,27.0,4.0,17.0,9.0,9.0,39.0,472.0,52.0,3.0,59.0,6.0,85.0,49.0,16.0,29.0,4.0,3.6,0.2,1.5,0.5192307692307693,0.07692307692307693,0.3269230769230769,0.17307692307692307,0.9230769230769231,9.076923076923077,0.3411764705882353,0.6666666666666666,0.32653061224489793
20374,2009-2010,J.J. Redick,SG,25.0,ORL,788.0,158.0,4.0,63.0,28.0,17.0,138.0,1808.0,82.0,9.0,118.0,222.0,553.0,274.0,111.0,243.0,191.0,15.0,6.5,9.609756097560975,1.9268292682926829,0.04878048780487805,0.7682926829268293,0.34146341463414637,1.8902439024390243,22.048780487804876,0.4394213381555154,0.8603603603603603,0.4051094890510949
20375,2009-2010,Chris Richard,PF,25.0,CHI,37.0,7.0,4.0,14.0,8.0,19.0,40.0,224.0,18.0,0.0,50.0,11.0,29.0,0.0,0.0,15.0,7.0,6.5,0.3,2.0555555555555554,0.3888888888888889,0.2222222222222222,0.7777777777777778,0.4444444444444444,3.2777777777777777,12.444444444444445,0.5172413793103449,0.6363636363636364,
20376,2009-2010,Jason Richardson,SG,29.0,PHO,1239.0,143.0,33.0,92.0,66.0,81.0,323.0,2485.0,79.0,76.0,169.0,184.0,998.0,400.0,157.0,473.0,136.0,16.6,6.6,15.683544303797468,1.8101265822784811,0.4177215189873418,1.1645569620253164,0.8354430379746836,5.113924050632911,31.455696202531644,0.47394789579158314,0.7391304347826086,0.3925
20377,2009-2010,Quentin Richardson,SF,29.0,MIA,678.0,93.0,18.0,62.0,70.0,64.0,310.0,2082.0,76.0,75.0,169.0,71.0,561.0,358.0,142.0,242.0,52.0,12.9,5.8,8.921052631578947,1.2236842105263157,0.23684210526315788,0.8157894736842105,0.9210526315789473,4.921052631578948,27.394736842105264,0.43137254901960786,0.7323943661971831,0.39664804469273746
20378,2009-2010,Luke Ridnour,PG,28.0,MIL,852.0,324.0,7.0,106.0,54.0,24.0,119.0,1759.0,82.0,0.0,182.0,140.0,686.0,181.0,69.0,328.0,127.0,17.7,6.2,10.390243902439025,3.951219512195122,0.08536585365853659,1.2926829268292683,0.6585365853658537,1.7439024390243902,21.451219512195124,0.478134110787172,0.9071428571428571,0.3812154696132597
20385,2009-2010,Rajon Rondo,PG,23.0,BOS,1110.0,794.0,11.0,246.0,189.0,100.0,260.0,2963.0,81.0,81.0,198.0,282.0,904.0,80.0,17.0,459.0,175.0,19.1,9.6,13.703703703703704,9.802469135802468,0.13580246913580246,3.037037037037037,2.3333333333333335,4.444444444444445,36.58024691358025,0.5077433628318584,0.6205673758865248,0.2125
20386,2009-2010,Derrick Rose,PG,21.0,CHI,1619.0,469.0,27.0,217.0,57.0,65.0,228.0,2871.0,78.0,78.0,96.0,338.0,1373.0,60.0,16.0,672.0,259.0,18.6,6.0,20.756410256410255,6.012820512820513,0.34615384615384615,2.782051282051282,0.7307692307692307,3.7564102564102564,36.80769230769231,0.48943918426802624,0.7662721893491125,0.26666666666666666
20392,2009-2010,Kareem Rush,SG,29.0,LAC,9.0,4.0,3.0,3.0,2.0,1.0,5.0,58.0,7.0,0.0,8.0,0.0,11.0,3.0,1.0,4.0,0.0,4.8,0.0,1.2857142857142858,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.8571428571428571,8.285714285714286,0.36363636363636365,,0.3333333333333333
20359,2009-2010,Tayshaun Prince,SF,29.0,DET,661.0,161.0,22.0,60.0,34.0,71.0,177.0,1664.0,49.0,49.0,77.0,98.0,580.0,73.0,27.0,282.0,70.0,16.0,3.2,13.489795918367347,3.2857142857142856,0.4489795918367347,1.2244897959183674,0.6938775510204082,5.061224489795919,33.95918367346939,0.4862068965517241,0.7142857142857143,0.3698630136986301
20308,2009-2010,Paul Millsap,PF,24.0,UTA,954.0,131.0,99.0,116.0,64.0,186.0,373.0,2277.0,82.0,8.0,285.0,264.0,716.0,9.0,1.0,385.0,183.0,16.7,7.2,11.634146341463415,1.5975609756097562,1.2073170731707317,1.4146341463414633,0.7804878048780488,6.817073170731708,27.76829268292683,0.5377094972067039,0.6931818181818182,0.1111111111111111
20358,2009-2010,Ronnie Price,PG,26.0,UTA,255.0,123.0,13.0,56.0,40.0,28.0,46.0,806.0,60.0,4.0,109.0,59.0,242.0,63.0,18.0,98.0,41.0,10.3,0.9,4.25,2.05,0.21666666666666667,0.9333333333333333,0.6666666666666666,1.2333333333333334,13.433333333333334,0.4049586776859504,0.6949152542372882,0.2857142857142857
20400,2009-2010,Bobby Simmons,PF,29.0,NJN,122.0,15.0,3.0,19.0,15.0,11.0,52.0,395.0,23.0,2.0,52.0,20.0,117.0,63.0,20.0,42.0,18.0,8.0,0.1,5.304347826086956,0.6521739130434783,0.13043478260869565,0.8260869565217391,0.6521739130434783,2.739130434782609,17.17391304347826,0.358974358974359,0.9,0.31746031746031744
20408,2009-2010,Joe Smith,PF,34.0,ATL,194.0,21.0,19.0,22.0,6.0,66.0,91.0,592.0,64.0,1.0,95.0,48.0,193.0,7.0,1.0,77.0,39.0,11.2,0.9,3.03125,0.328125,0.296875,0.34375,0.09375,2.453125,9.25,0.39896373056994816,0.8125,0.14285714285714285
20345,2009-2010,Tony Parker,PG,27.0,SAS,894.0,317.0,8.0,149.0,29.0,7.0,128.0,1728.0,56.0,50.0,96.0,246.0,716.0,34.0,10.0,349.0,186.0,16.4,3.6,15.964285714285714,5.660714285714286,0.14285714285714285,2.6607142857142856,0.5178571428571429,2.4107142857142856,30.857142857142858,0.48743016759776536,0.7560975609756098,0.29411764705882354
20346,2009-2010,Chris Paul,PG,24.0,NOH,841.0,480.0,8.0,112.0,96.0,20.0,171.0,1712.0,45.0,45.0,118.0,190.0,637.0,127.0,52.0,314.0,161.0,23.7,7.3,18.68888888888889,10.666666666666666,0.17777777777777778,2.488888888888889,2.1333333333333333,4.2444444444444445,38.044444444444444,0.49293563579277866,0.8473684210526315,0.4094488188976378
20347,2009-2010,Sasha Pavlovic,SF,26.0,MIN,263.0,58.0,6.0,53.0,23.0,12.0,105.0,877.0,71.0,0.0,84.0,26.0,300.0,118.0,35.0,109.0,10.0,5.4,-1.2,3.704225352112676,0.8169014084507042,0.08450704225352113,0.7464788732394366,0.323943661971831,1.647887323943662,12.352112676056338,0.36333333333333334,0.38461538461538464,0.2966101694915254
20348,2009-2010,Oleksiy Pecherov,C,24.0,MIN,197.0,11.0,14.0,32.0,9.0,32.0,92.0,447.0,44.0,5.0,55.0,32.0,188.0,52.0,14.0,77.0,29.0,12.0,0.1,4.4772727272727275,0.25,0.3181818181818182,0.7272727272727273,0.20454545454545456,2.8181818181818183,10.159090909090908,0.4095744680851064,0.90625,0.2692307692307692
20407,2009-2010,Jason Smith,PF,23.0,PHI,189.0,33.0,28.0,35.0,21.0,54.0,81.0,658.0,56.0,2.0,110.0,42.0,174.0,29.0,10.0,75.0,29.0,10.6,0.7,3.375,0.5892857142857143,0.5,0.625,0.375,2.4107142857142856,11.75,0.43103448275862066,0.6904761904761905,0.3448275862068966
20406,2009-2010,J.R. Smith,SG,24.0,DEN,1156.0,183.0,20.0,139.0,99.0,28.0,206.0,2082.0,75.0,0.0,174.0,201.0,1033.0,467.0,158.0,428.0,142.0,15.0,2.7,15.413333333333334,2.44,0.26666666666666666,1.8533333333333333,1.32,3.12,27.76,0.4143272023233301,0.7064676616915423,0.33832976445396146
20349,2009-2010,Kendrick Perkins,C,25.0,BOS,791.0,80.0,132.0,165.0,26.0,155.0,440.0,2154.0,78.0,78.0,219.0,280.0,522.0,3.0,0.0,314.0,163.0,15.0,5.2,10.14102564102564,1.0256410256410255,1.6923076923076923,2.1153846153846154,0.3333333333333333,7.628205128205129,27.615384615384617,0.6015325670498084,0.5821428571428572,0.0
20405,2009-2010,Craig Smith,PF,26.0,LAC,585.0,84.0,25.0,88.0,33.0,97.0,190.0,1232.0,75.0,2.0,194.0,208.0,397.0,5.0,1.0,226.0,132.0,16.9,3.0,7.8,1.12,0.3333333333333333,1.1733333333333333,0.44,3.8266666666666667,16.426666666666666,0.5692695214105793,0.6346153846153846,0.2
20350,2009-2010,Morris Peterson,SG,32.0,NOH,327.0,41.0,5.0,27.0,25.0,17.0,109.0,973.0,46.0,39.0,81.0,54.0,301.0,171.0,62.0,116.0,33.0,9.3,0.8,7.108695652173913,0.8913043478260869,0.10869565217391304,0.5869565217391305,0.5434782608695652,2.739130434782609,21.152173913043477,0.3853820598006645,0.6111111111111112,0.36257309941520466
20351,2009-2010,Johan Petro,C,24.0,DEN,122.0,14.0,13.0,23.0,10.0,32.0,97.0,436.0,36.0,16.0,80.0,21.0,101.0,1.0,0.0,54.0,14.0,10.7,0.8,3.388888888888889,0.3888888888888889,0.3611111111111111,0.6388888888888888,0.2777777777777778,3.5833333333333335,12.11111111111111,0.5346534653465347,0.6666666666666666,0.0
20352,2009-2010,Paul Pierce,SF,32.0,BOS,1296.0,218.0,31.0,166.0,84.0,39.0,271.0,2411.0,71.0,71.0,196.0,433.0,867.0,263.0,109.0,409.0,369.0,18.2,8.3,18.253521126760564,3.0704225352112675,0.43661971830985913,2.3380281690140845,1.1830985915492958,4.366197183098592,33.95774647887324,0.4717416378316032,0.8521939953810623,0.4144486692015209
20404,2009-2010,Brian Skinner,PF,33.0,LAC,26.0,0.0,4.0,7.0,3.0,9.0,18.0,123.0,16.0,1.0,20.0,8.0,25.0,0.0,0.0,10.0,6.0,5.5,0.0,1.625,0.0,0.25,0.4375,0.1875,1.6875,7.6875,0.4,0.75,
20353,2009-2010,Mickael Pietrus,SF,27.0,ORL,651.0,49.0,31.0,69.0,53.0,39.0,176.0,1687.0,75.0,24.0,138.0,109.0,539.0,306.0,116.0,233.0,69.0,11.9,3.6,8.68,0.6533333333333333,0.41333333333333333,0.92,0.7066666666666667,2.8666666666666667,22.493333333333332,0.4322820037105751,0.6330275229357798,0.3790849673202614
