,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%
17395,2004-2005,Corey Maggette,SG,25.0,LAC,1464.0,225.0,8.0,195.0,70.0,70.0,324.0,2436.0,66.0,60.0,191.0,657.0,986.0,168.0,51.0,425.0,563.0,19.9,8.1,22.181818181818183,3.409090909090909,0.12121212121212122,2.9545454545454546,1.0606060606060606,5.96969696969697,36.90909090909091,0.43103448275862066,0.8569254185692542,0.30357142857142855
17361,2004-2005,Damon Jones,PG,28.0,MIA,955.0,350.0,5.0,98.0,44.0,14.0,217.0,2576.0,82.0,66.0,121.0,86.0,726.0,521.0,225.0,331.0,68.0,15.5,8.7,11.646341463414634,4.2682926829268295,0.06097560975609756,1.1951219512195121,0.5365853658536586,2.817073170731707,31.414634146341463,0.4559228650137741,0.7906976744186046,0.43186180422264875
17363,2004-2005,Fred Jones,SG,25.0,IND,813.0,196.0,31.0,114.0,61.0,34.0,208.0,2268.0,77.0,14.0,171.0,207.0,647.0,229.0,87.0,275.0,176.0,13.3,4.8,10.558441558441558,2.5454545454545454,0.4025974025974026,1.4805194805194806,0.7922077922077922,3.142857142857143,29.454545454545453,0.4250386398763524,0.8502415458937198,0.3799126637554585
17364,2004-2005,James Jones,SF,24.0,IND,371.0,57.0,28.0,43.0,31.0,39.0,135.0,1330.0,75.0,24.0,123.0,62.0,318.0,166.0,66.0,126.0,53.0,10.5,2.5,4.946666666666666,0.76,0.37333333333333335,0.5733333333333334,0.41333333333333333,2.32,17.733333333333334,0.39622641509433965,0.8548387096774194,0.39759036144578314
17365,2004-2005,Jumaine Jones,SF,25.0,LAL,577.0,65.0,24.0,49.0,44.0,107.0,291.0,1830.0,76.0,23.0,165.0,75.0,486.0,261.0,102.0,210.0,55.0,13.1,3.7,7.592105263157895,0.8552631578947368,0.3157894736842105,0.6447368421052632,0.5789473684210527,5.2368421052631575,24.07894736842105,0.43209876543209874,0.7333333333333333,0.39080459770114945
17366,2004-2005,Mark Jones,SF,29.0,ORL,23.0,6.0,2.0,3.0,5.0,6.0,7.0,116.0,10.0,0.0,16.0,10.0,31.0,4.0,0.0,9.0,5.0,4.4,-0.1,2.3,0.6,0.2,0.3,0.5,1.3,11.6,0.2903225806451613,0.5,0.0
17367,2004-2005,Chris Kaman,C,22.0,LAC,572.0,73.0,68.0,115.0,26.0,135.0,288.0,1632.0,63.0,50.0,182.0,121.0,495.0,1.0,0.0,246.0,80.0,13.1,2.1,9.079365079365079,1.1587301587301588,1.0793650793650793,1.8253968253968254,0.4126984126984127,6.714285714285714,25.904761904761905,0.49696969696969695,0.6611570247933884,0.0
17368,2004-2005,Jason Kapono,SF,23.0,CHA,688.0,61.0,6.0,46.0,40.0,32.0,132.0,1491.0,81.0,14.0,132.0,85.0,671.0,194.0,80.0,269.0,70.0,11.8,1.3,8.493827160493828,0.7530864197530864,0.07407407407407407,0.5679012345679012,0.49382716049382713,2.0246913580246915,18.40740740740741,0.4008941877794337,0.8235294117647058,0.41237113402061853
17369,2004-2005,Mario Kasun,C,24.0,ORL,118.0,8.0,13.0,26.0,8.0,52.0,76.0,356.0,45.0,0.0,86.0,43.0,98.0,1.0,0.0,47.0,24.0,12.0,0.6,2.6222222222222222,0.17777777777777778,0.28888888888888886,0.5777777777777777,0.17777777777777778,2.8444444444444446,7.911111111111111,0.47959183673469385,0.5581395348837209,0.0
17362,2004-2005,Eddie Jones,SF,33.0,MIA,1018.0,212.0,38.0,99.0,86.0,38.0,367.0,2839.0,80.0,80.0,251.0,216.0,820.0,382.0,142.0,351.0,174.0,13.6,8.0,12.725,2.65,0.475,1.2375,1.075,5.0625,35.4875,0.42804878048780487,0.8055555555555556,0.3717277486910995
17353,2004-2005,Horace Jenkins,PG,30.0,DET,42.0,9.0,1.0,7.0,5.0,3.0,6.0,104.0,15.0,0.0,6.0,13.0,45.0,9.0,0.0,15.0,12.0,10.2,0.0,2.8,0.6,0.06666666666666667,0.4666666666666667,0.3333333333333333,0.6,6.933333333333334,0.3333333333333333,0.9230769230769231,0.0
17396,2004-2005,Jamaal Magloire,C,26.0,NOH,270.0,29.0,23.0,59.0,8.0,79.0,126.0,703.0,23.0,22.0,74.0,123.0,227.0,0.0,0.0,98.0,74.0,12.9,0.3,11.73913043478261,1.2608695652173914,1.0,2.5652173913043477,0.34782608695652173,8.91304347826087,30.565217391304348,0.43171806167400884,0.6016260162601627,
17398,2004-2005,Shawn Marion,PF,26.0,PHO,1569.0,154.0,119.0,125.0,163.0,235.0,680.0,3146.0,81.0,81.0,199.0,275.0,1289.0,341.0,114.0,613.0,229.0,21.7,12.5,19.37037037037037,1.9012345679012346,1.4691358024691359,1.5432098765432098,2.0123456790123457,11.296296296296296,38.839506172839506,0.47556245151280063,0.8327272727272728,0.3343108504398827
17422,2004-2005,Brad Miller,C,28.0,SAC,876.0,220.0,68.0,82.0,69.0,139.0,382.0,2089.0,56.0,56.0,181.0,287.0,609.0,19.0,5.0,319.0,233.0,20.7,8.6,15.642857142857142,3.9285714285714284,1.2142857142857142,1.4642857142857142,1.2321428571428572,9.303571428571429,37.30357142857143,0.5238095238095238,0.8118466898954704,0.2631578947368421
17423,2004-2005,Mike Miller,SF,24.0,MEM,1022.0,220.0,23.0,127.0,54.0,36.0,264.0,2278.0,76.0,51.0,197.0,150.0,766.0,323.0,140.0,387.0,108.0,16.7,7.0,13.447368421052632,2.8947368421052633,0.3026315789473684,1.6710526315789473,0.7105263157894737,3.9473684210526314,29.973684210526315,0.5052219321148825,0.72,0.43343653250773995
17424,2004-2005,Reggie Miller,SG,39.0,IND,974.0,146.0,5.0,77.0,50.0,18.0,138.0,2105.0,66.0,66.0,109.0,268.0,719.0,298.0,96.0,314.0,250.0,16.6,6.6,14.757575757575758,2.212121212121212,0.07575757575757576,1.1666666666666667,0.7575757575757576,2.3636363636363638,31.893939393939394,0.43671766342141866,0.9328358208955224,0.3221476510067114
17425,2004-2005,Yao Ming,C,24.0,HOU,1465.0,61.0,160.0,196.0,34.0,208.0,461.0,2447.0,80.0,80.0,298.0,497.0,975.0,0.0,0.0,538.0,389.0,23.2,10.7,18.3125,0.7625,2.0,2.45,0.425,8.3625,30.5875,0.5517948717948717,0.7826961770623743,
17436,2004-2005,Mikki Moore,PF,29.0,LAC,396.0,47.0,32.0,63.0,19.0,97.0,149.0,1178.0,74.0,4.0,173.0,136.0,287.0,5.0,1.0,144.0,107.0,12.7,2.6,5.351351351351352,0.6351351351351351,0.43243243243243246,0.8513513513513513,0.25675675675675674,3.324324324324324,15.91891891891892,0.5017421602787456,0.7867647058823529,0.2
17440,2004-2005,Troy Murphy,PF,24.0,GSW,1076.0,97.0,33.0,108.0,53.0,251.0,505.0,2375.0,70.0,69.0,190.0,319.0,947.0,148.0,59.0,392.0,233.0,16.8,5.3,15.371428571428572,1.3857142857142857,0.4714285714285714,1.542857142857143,0.7571428571428571,10.8,33.92857142857143,0.4139387539598733,0.7304075235109718,0.39864864864864863
17441,2004-2005,Lamond Murray,SF,31.0,TOR,371.0,47.0,16.0,54.0,32.0,44.0,120.0,918.0,62.0,1.0,85.0,80.0,310.0,105.0,46.0,132.0,61.0,13.7,1.3,5.983870967741935,0.7580645161290323,0.25806451612903225,0.8709677419354839,0.5161290322580645,2.6451612903225805,14.806451612903226,0.4258064516129032,0.7625,0.4380952380952381
17442,2004-2005,Ronald Murray,SG,25.0,SEA,345.0,65.0,11.0,57.0,30.0,15.0,83.0,883.0,49.0,6.0,59.0,80.0,363.0,95.0,24.0,131.0,59.0,9.9,-0.3,7.040816326530612,1.3265306122448979,0.22448979591836735,1.163265306122449,0.6122448979591837,2.0,18.020408163265305,0.3608815426997245,0.7375,0.25263157894736843
17443,2004-2005,Dikembe Mutombo,C,38.0,HOU,322.0,10.0,101.0,51.0,16.0,150.0,276.0,1212.0,80.0,2.0,135.0,143.0,217.0,0.0,0.0,108.0,106.0,16.4,4.7,4.025,0.125,1.2625,0.6375,0.2,5.325,15.15,0.4976958525345622,0.7412587412587412,
17444,2004-2005,Mamadou N'Diaye,C,29.0,LAC,20.0,1.0,5.0,0.0,1.0,9.0,9.0,72.0,11.0,0.0,20.0,7.0,20.0,1.0,0.0,8.0,4.0,10.6,0.2,1.8181818181818181,0.09090909090909091,0.45454545454545453,0.0,0.09090909090909091,1.6363636363636365,6.545454545454546,0.4,0.5714285714285714,0.0
17448,2004-2005,Lee Nailon,SF,29.0,NOH,963.0,109.0,16.0,110.0,36.0,128.0,170.0,2017.0,68.0,51.0,190.0,165.0,869.0,2.0,0.0,415.0,133.0,14.5,2.2,14.161764705882353,1.6029411764705883,0.23529411764705882,1.6176470588235294,0.5294117647058824,4.382352941176471,29.66176470588235,0.47756041426927504,0.806060606060606,0.0
17452,2004-2005,Steve Nash,PG,30.0,PHO,1165.0,861.0,6.0,245.0,74.0,57.0,192.0,2573.0,75.0,75.0,136.0,238.0,857.0,218.0,94.0,430.0,211.0,22.0,10.9,15.533333333333333,11.48,0.08,3.2666666666666666,0.9866666666666667,3.32,34.306666666666665,0.5017502917152858,0.8865546218487395,0.43119266055045874
17453,2004-2005,Jameer Nelson,PG,22.0,ORL,689.0,237.0,3.0,117.0,78.0,52.0,141.0,1612.0,79.0,21.0,199.0,107.0,628.0,141.0,44.0,286.0,73.0,14.5,2.5,8.721518987341772,3.0,0.0379746835443038,1.481012658227848,0.9873417721518988,2.4430379746835444,20.40506329113924,0.4554140127388535,0.6822429906542056,0.3120567375886525
17454,2004-2005,Rasho Nesterovic,C,28.0,SAS,410.0,71.0,117.0,73.0,31.0,184.0,275.0,1785.0,70.0,70.0,207.0,30.0,430.0,0.0,0.0,198.0,14.0,12.0,4.2,5.857142857142857,1.0142857142857142,1.6714285714285715,1.042857142857143,0.44285714285714284,6.557142857142857,25.5,0.4604651162790698,0.4666666666666667,
17455,2004-2005,Ira Newble,SG,30.0,CLE,438.0,91.0,18.0,61.0,50.0,78.0,142.0,1832.0,74.0,69.0,144.0,69.0,424.0,53.0,19.0,182.0,55.0,8.6,1.9,5.918918918918919,1.2297297297297298,0.24324324324324326,0.8243243243243243,0.6756756756756757,2.972972972972973,24.756756756756758,0.42924528301886794,0.7971014492753623,0.3584905660377358
17421,2004-2005,Anthony Miller,PF,33.0,ATL,4.0,1.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,16.9,0.0,2.0,0.5,0.0,0.5,0.5,0.5,4.5,0.6666666666666666,,
17420,2004-2005,Andre Miller,PG,28.0,DEN,1113.0,569.0,8.0,220.0,121.0,100.0,238.0,2852.0,82.0,82.0,204.0,302.0,895.0,39.0,6.0,427.0,253.0,16.5,7.0,13.573170731707316,6.939024390243903,0.0975609756097561,2.682926829268293,1.475609756097561,4.121951219512195,34.78048780487805,0.4770949720670391,0.8377483443708609,0.15384615384615385
17419,2004-2005,Darko Milicic,C,19.0,DET,67.0,7.0,17.0,16.0,2.0,3.0,40.0,254.0,37.0,2.0,31.0,24.0,76.0,0.0,0.0,25.0,17.0,4.7,-0.2,1.8108108108108107,0.1891891891891892,0.4594594594594595,0.43243243243243246,0.05405405405405406,1.162162162162162,6.864864864864865,0.32894736842105265,0.7083333333333334,
17418,2004-2005,Darius Miles,SF,23.0,POR,809.0,129.0,78.0,157.0,75.0,71.0,228.0,1699.0,63.0,22.0,189.0,215.0,697.0,23.0,8.0,336.0,129.0,15.5,1.3,12.841269841269842,2.0476190476190474,1.2380952380952381,2.492063492063492,1.1904761904761905,4.746031746031746,26.96825396825397,0.48206599713055953,0.6,0.34782608695652173
17399,2004-2005,Sean Marks,PF,29.0,SAS,76.0,8.0,11.0,14.0,3.0,18.0,38.0,244.0,23.0,0.0,29.0,28.0,80.0,3.0,0.0,27.0,22.0,8.7,0.2,3.3043478260869565,0.34782608695652173,0.4782608695652174,0.6086956521739131,0.13043478260869565,2.4347826086956523,10.608695652173912,0.3375,0.7857142857142857,0.0
17400,2004-2005,Donyell Marshall,PF,31.0,TOR,747.0,81.0,46.0,42.0,57.0,95.0,333.0,1645.0,65.0,2.0,136.0,91.0,592.0,363.0,151.0,262.0,72.0,19.9,6.0,11.492307692307692,1.2461538461538462,0.7076923076923077,0.6461538461538462,0.8769230769230769,6.584615384615384,25.307692307692307,0.44256756756756754,0.7912087912087912,0.41597796143250687
17401,2004-2005,Darrick Martin,PG,33.0,LAC,42.0,28.0,0.0,6.0,6.0,3.0,7.0,190.0,11.0,0.0,19.0,8.0,50.0,18.0,5.0,16.0,5.0,7.2,0.1,3.8181818181818183,2.5454545454545454,0.0,0.5454545454545454,0.5454545454545454,0.9090909090909091,17.272727272727273,0.32,0.625,0.2777777777777778
17402,2004-2005,Kenyon Martin,PF,27.0,DEN,1087.0,170.0,78.0,149.0,100.0,146.0,365.0,2272.0,70.0,67.0,228.0,308.0,907.0,12.0,0.0,444.0,199.0,17.5,5.3,15.528571428571428,2.4285714285714284,1.1142857142857143,2.1285714285714286,1.4285714285714286,7.3,32.457142857142856,0.4895259095920617,0.6461038961038961,0.0
17403,2004-2005,Kevin Martin,PG,21.0,SAC,131.0,22.0,3.0,24.0,16.0,29.0,29.0,455.0,45.0,0.0,35.0,55.0,117.0,25.0,5.0,45.0,36.0,8.7,0.1,2.911111111111111,0.4888888888888889,0.06666666666666667,0.5333333333333333,0.35555555555555557,1.288888888888889,10.11111111111111,0.38461538461538464,0.6545454545454545,0.2
17404,2004-2005,Desmond Mason,SF,27.0,MIL,1377.0,217.0,27.0,164.0,58.0,85.0,227.0,2893.0,80.0,71.0,198.0,524.0,1079.0,8.0,1.0,478.0,420.0,14.8,4.3,17.2125,2.7125,0.3375,2.05,0.725,3.9,36.1625,0.44300278035217794,0.8015267175572519,0.125
17405,2004-2005,Tony Massenburg,PF,37.0,SAS,196.0,14.0,20.0,40.0,18.0,54.0,109.0,699.0,61.0,6.0,122.0,63.0,182.0,0.0,0.0,74.0,48.0,8.5,1.1,3.2131147540983607,0.22950819672131148,0.32786885245901637,0.6557377049180327,0.29508196721311475,2.6721311475409837,11.459016393442623,0.4065934065934066,0.7619047619047619,
17397,2004-2005,Stephon Marbury,PG,27.0,NYK,1781.0,668.0,6.0,233.0,122.0,50.0,198.0,3281.0,82.0,82.0,186.0,549.0,1308.0,325.0,115.0,604.0,458.0,21.9,11.7,21.71951219512195,8.146341463414634,0.07317073170731707,2.841463414634146,1.4878048780487805,3.024390243902439,40.01219512195122,0.4617737003058104,0.8342440801457195,0.35384615384615387
17409,2004-2005,Jelani McCoy,C,27.0,ATL,15.0,0.0,8.0,6.0,3.0,7.0,14.0,88.0,10.0,0.0,24.0,5.0,13.0,0.0,0.0,7.0,1.0,6.2,0.0,1.5,0.0,0.8,0.6,0.3,2.1,8.8,0.5384615384615384,0.2,
17411,2004-2005,Tracy McGrady,SF,25.0,HOU,2003.0,448.0,52.0,201.0,135.0,71.0,413.0,3182.0,78.0,78.0,167.0,557.0,1660.0,435.0,142.0,715.0,431.0,22.9,12.0,25.67948717948718,5.743589743589744,0.6666666666666666,2.576923076923077,1.7307692307692308,6.205128205128205,40.794871794871796,0.4307228915662651,0.7737881508078994,0.3264367816091954
17412,2004-2005,Jeff McInnis,PG,30.0,CLE,975.0,391.0,1.0,117.0,56.0,32.0,125.0,2651.0,76.0,69.0,177.0,160.0,915.0,264.0,91.0,377.0,130.0,12.4,4.1,12.828947368421053,5.144736842105263,0.013157894736842105,1.5394736842105263,0.7368421052631579,2.0657894736842106,34.88157894736842,0.41202185792349727,0.8125,0.3446969696969697
17413,2004-2005,Aaron McKie,SG,32.0,PHI,152.0,103.0,17.0,31.0,48.0,20.0,152.0,1118.0,68.0,3.0,116.0,16.0,142.0,62.0,20.0,61.0,10.0,8.4,2.0,2.235294117647059,1.5147058823529411,0.25,0.45588235294117646,0.7058823529411765,2.5294117647058822,16.441176470588236,0.4295774647887324,0.625,0.3225806451612903
17077,2004-2005,Cory Alexander,SG,31.0,CHA,49.0,37.0,1.0,19.0,9.0,8.0,21.0,201.0,16.0,1.0,29.0,12.0,49.0,19.0,8.0,16.0,9.0,8.8,0.0,3.0625,2.3125,0.0625,1.1875,0.5625,1.8125,12.5625,0.32653061224489793,0.75,0.42105263157894735
17415,2004-2005,Stanislav Medvedenko,PF,25.0,LAL,165.0,13.0,2.0,13.0,9.0,31.0,48.0,423.0,43.0,4.0,64.0,28.0,156.0,1.0,0.0,71.0,23.0,11.9,0.5,3.8372093023255816,0.3023255813953488,0.046511627906976744,0.3023255813953488,0.20930232558139536,1.8372093023255813,9.837209302325581,0.4551282051282051,0.8214285714285714,0.0
17416,2004-2005,Ron Mercer,SF,28.0,NJN,137.0,20.0,2.0,14.0,16.0,9.0,31.0,390.0,18.0,3.0,20.0,10.0,158.0,3.0,0.0,65.0,7.0,9.4,-0.1,7.611111111111111,1.1111111111111112,0.1111111111111111,0.7777777777777778,0.8888888888888888,2.2222222222222223,21.666666666666668,0.41139240506329117,0.7,0.0
17417,2004-2005,Chris Mihm,C,25.0,LAL,735.0,50.0,108.0,110.0,14.0,197.0,305.0,1870.0,75.0,75.0,237.0,258.0,552.0,2.0,0.0,280.0,175.0,15.7,3.6,9.8,0.6666666666666666,1.44,1.4666666666666666,0.18666666666666668,6.693333333333333,24.933333333333334,0.5072463768115942,0.6782945736434108,0.0
17410,2004-2005,Antonio McDyess,PF,30.0,DET,740.0,71.0,52.0,93.0,46.0,177.0,305.0,1797.0,77.0,8.0,204.0,192.0,598.0,1.0,0.0,307.0,126.0,17.2,5.7,9.61038961038961,0.922077922077922,0.6753246753246753,1.2077922077922079,0.5974025974025974,6.259740259740259,23.337662337662337,0.5133779264214047,0.65625,0.0
17352,2004-2005,Jared Jeffries,SF,23.0,WAS,523.0,151.0,35.0,114.0,66.0,152.0,222.0,2007.0,77.0,71.0,206.0,173.0,434.0,51.0,16.0,203.0,101.0,11.2,2.6,6.792207792207792,1.9610389610389611,0.45454545454545453,1.4805194805194806,0.8571428571428571,4.857142857142857,26.064935064935064,0.46774193548387094,0.5838150289017341,0.3137254901960784
17414,2004-2005,Keith McLeod,PG,25.0,UTA,416.0,236.0,12.0,99.0,63.0,20.0,93.0,1382.0,53.0,47.0,138.0,146.0,408.0,72.0,18.0,143.0,112.0,10.4,0.3,7.849056603773585,4.452830188679245,0.22641509433962265,1.8679245283018868,1.1886792452830188,2.1320754716981134,26.07547169811321,0.35049019607843135,0.7671232876712328,0.25
17296,2004-2005,Othella Harrington,PF,31.0,CHI,561.0,56.0,18.0,84.0,24.0,106.0,186.0,1271.0,70.0,28.0,188.0,177.0,424.0,0.0,0.0,217.0,127.0,14.5,3.6,8.014285714285714,0.8,0.2571428571428571,1.2,0.34285714285714286,4.171428571428572,18.15714285714286,0.5117924528301887,0.7175141242937854,
17321,2004-2005,Larry Hughes,SG,26.0,WAS,1345.0,285.0,18.0,153.0,176.0,74.0,308.0,2358.0,61.0,61.0,168.0,453.0,1086.0,209.0,59.0,467.0,352.0,21.6,7.7,22.049180327868854,4.672131147540983,0.29508196721311475,2.5081967213114753,2.8852459016393444,6.262295081967213,38.65573770491803,0.4300184162062615,0.7770419426048565,0.2822966507177033
17320,2004-2005,Troy Hudson,PG,28.0,MIN,691.0,283.0,6.0,113.0,27.0,19.0,86.0,1729.0,79.0,32.0,121.0,90.0,664.0,258.0,89.0,266.0,70.0,12.1,1.3,8.746835443037975,3.5822784810126582,0.0759493670886076,1.4303797468354431,0.34177215189873417,1.3291139240506329,21.88607594936709,0.4006024096385542,0.7777777777777778,0.3449612403100775
17319,2004-2005,Juwan Howard,PF,31.0,HOU,585.0,94.0,5.0,79.0,32.0,126.0,220.0,1624.0,61.0,47.0,143.0,115.0,541.0,1.0,0.0,244.0,97.0,13.0,3.2,9.59016393442623,1.540983606557377,0.08196721311475409,1.2950819672131149,0.5245901639344263,5.672131147540983,26.62295081967213,0.4510166358595194,0.8434782608695652,0.0
17318,2004-2005,Josh Howard,SF,24.0,DAL,958.0,109.0,49.0,122.0,116.0,169.0,315.0,2446.0,76.0,76.0,211.0,232.0,793.0,115.0,34.0,377.0,170.0,15.8,6.4,12.605263157894736,1.4342105263157894,0.6447368421052632,1.605263157894737,1.5263157894736843,6.368421052631579,32.18421052631579,0.47540983606557374,0.7327586206896551,0.2956521739130435
17351,2004-2005,Richard Jefferson,SF,24.0,NJN,733.0,133.0,17.0,132.0,33.0,49.0,191.0,1355.0,33.0,33.0,109.0,269.0,564.0,89.0,30.0,238.0,227.0,16.6,2.4,22.21212121212121,4.03030303030303,0.5151515151515151,4.0,1.0,7.2727272727272725,41.06060606060606,0.4219858156028369,0.8438661710037175,0.33707865168539325
17317,2004-2005,Dwight Howard,PF,19.0,ORL,981.0,75.0,136.0,165.0,77.0,287.0,536.0,2670.0,82.0,82.0,232.0,413.0,677.0,2.0,0.0,352.0,277.0,17.2,7.3,11.963414634146341,0.9146341463414634,1.6585365853658536,2.0121951219512195,0.9390243902439024,10.036585365853659,32.5609756097561,0.5199409158050221,0.6707021791767555,0.0
17316,2004-2005,Allan Houston,SG,33.0,NYK,237.0,42.0,2.0,21.0,8.0,4.0,19.0,532.0,20.0,11.0,40.0,43.0,205.0,80.0,31.0,85.0,36.0,12.5,0.7,11.85,2.1,0.1,1.05,0.4,1.15,26.6,0.4146341463414634,0.8372093023255814,0.3875
17288,2004-2005,Darvin Ham,SF,31.0,DET,46.0,5.0,7.0,8.0,6.0,19.0,16.0,275.0,47.0,0.0,39.0,31.0,37.0,0.0,0.0,17.0,12.0,5.6,0.3,0.9787234042553191,0.10638297872340426,0.14893617021276595,0.1702127659574468,0.1276595744680851,0.7446808510638298,5.851063829787234,0.4594594594594595,0.3870967741935484,
17311,2004-2005,Robert Horry,PF,34.0,SAS,451.0,80.0,60.0,69.0,67.0,91.0,177.0,1396.0,75.0,16.0,138.0,109.0,375.0,138.0,51.0,157.0,86.0,14.9,4.6,6.013333333333334,1.0666666666666667,0.8,0.92,0.8933333333333333,3.5733333333333333,18.613333333333333,0.4186666666666667,0.7889908256880734,0.3695652173913043
17289,2004-2005,Richard Hamilton,SG,26.0,DET,1424.0,372.0,13.0,217.0,77.0,74.0,221.0,2926.0,76.0,76.0,232.0,429.0,1160.0,118.0,36.0,510.0,368.0,16.0,7.4,18.736842105263158,4.894736842105263,0.17105263157894737,2.8552631578947367,1.013157894736842,3.8815789473684212,38.5,0.4396551724137931,0.8578088578088578,0.3050847457627119
17290,2004-2005,Zendon Hamilton,C,29.0,MIL,51.0,6.0,2.0,12.0,5.0,18.0,24.0,159.0,16.0,0.0,26.0,48.0,32.0,0.0,0.0,11.0,29.0,10.4,0.1,3.1875,0.375,0.125,0.75,0.3125,2.625,9.9375,0.34375,0.6041666666666666,
17310,2004-2005,Fred Hoiberg,SG,32.0,MIN,437.0,85.0,15.0,20.0,50.0,32.0,149.0,1272.0,76.0,0.0,105.0,102.0,284.0,145.0,70.0,139.0,89.0,16.7,5.2,5.75,1.118421052631579,0.19736842105263158,0.2631578947368421,0.6578947368421053,2.3815789473684212,16.736842105263158,0.4894366197183099,0.8725490196078431,0.4827586206896552
17309,2004-2005,Kirk Hinrich,PG,24.0,CHI,1206.0,494.0,21.0,176.0,122.0,32.0,272.0,2800.0,77.0,77.0,244.0,216.0,1122.0,408.0,145.0,445.0,171.0,15.3,7.2,15.662337662337663,6.415584415584416,0.2727272727272727,2.2857142857142856,1.5844155844155845,3.948051948051948,36.36363636363637,0.3966131907308378,0.7916666666666666,0.3553921568627451
17322,2004-2005,Ryan Humphrey,SF,25.0,MEM,102.0,6.0,1.0,23.0,10.0,50.0,37.0,317.0,35.0,0.0,35.0,37.0,103.0,2.0,0.0,42.0,18.0,10.2,0.1,2.914285714285714,0.17142857142857143,0.02857142857142857,0.6571428571428571,0.2857142857142857,2.4857142857142858,9.057142857142857,0.4077669902912621,0.4864864864864865,0.0
17308,2004-2005,Grant Hill,SF,32.0,ORL,1317.0,220.0,28.0,161.0,97.0,77.0,241.0,2338.0,67.0,67.0,144.0,341.0,1015.0,13.0,3.0,517.0,280.0,20.0,6.6,19.65671641791045,3.283582089552239,0.417910447761194,2.4029850746268657,1.4477611940298507,4.746268656716418,34.8955223880597,0.50935960591133,0.8211143695014663,0.23076923076923078
17306,2004-2005,Alan Henderson,PF,32.0,DAL,273.0,21.0,37.0,49.0,29.0,164.0,184.0,1203.0,78.0,10.0,149.0,76.0,220.0,2.0,0.0,116.0,41.0,12.4,3.1,3.5,0.2692307692307692,0.47435897435897434,0.6282051282051282,0.3717948717948718,4.461538461538462,15.423076923076923,0.5272727272727272,0.5394736842105263,0.0
17305,2004-2005,Brendan Haywood,C,25.0,WAS,637.0,57.0,114.0,96.0,52.0,202.0,262.0,1865.0,68.0,68.0,218.0,261.0,427.0,0.0,0.0,239.0,159.0,16.5,5.2,9.367647058823529,0.8382352941176471,1.6764705882352942,1.411764705882353,0.7647058823529411,6.823529411764706,27.426470588235293,0.5597189695550351,0.6091954022988506,
17304,2004-2005,Jarvis Hayes,SF,23.0,WAS,553.0,90.0,9.0,62.0,49.0,41.0,186.0,1560.0,54.0,22.0,107.0,118.0,530.0,123.0,42.0,206.0,99.0,11.1,1.7,10.24074074074074,1.6666666666666667,0.16666666666666666,1.1481481481481481,0.9074074074074074,4.203703703703703,28.88888888888889,0.3886792452830189,0.8389830508474576,0.34146341463414637
17303,2004-2005,Trenton Hassell,SG,25.0,MIN,541.0,128.0,30.0,64.0,30.0,80.0,139.0,2068.0,82.0,51.0,200.0,114.0,475.0,11.0,1.0,225.0,90.0,9.3,2.7,6.597560975609756,1.5609756097560976,0.36585365853658536,0.7804878048780488,0.36585365853658536,2.6707317073170733,25.21951219512195,0.47368421052631576,0.7894736842105263,0.09090909090909091
17291,2004-2005,Ben Handlogten,C,31.0,UTA,95.0,13.0,5.0,18.0,7.0,23.0,42.0,297.0,21.0,5.0,55.0,17.0,83.0,1.0,0.0,43.0,9.0,10.3,0.3,4.523809523809524,0.6190476190476191,0.23809523809523808,0.8571428571428571,0.3333333333333333,3.0952380952380953,14.142857142857142,0.5180722891566265,0.5294117647058824,0.0
17302,2004-2005,Udonis Haslem,PF,24.0,MIA,870.0,108.0,41.0,113.0,63.0,239.0,487.0,2675.0,80.0,80.0,260.0,225.0,641.0,4.0,0.0,346.0,178.0,15.5,9.2,10.875,1.35,0.5125,1.4125,0.7875,9.075,33.4375,0.5397815912636506,0.7911111111111111,0.0
17292,2004-2005,Anfernee Hardaway,SF,33.0,NYK,269.0,74.0,3.0,50.0,28.0,19.0,70.0,894.0,37.0,0.0,79.0,46.0,260.0,50.0,15.0,110.0,34.0,9.0,0.2,7.27027027027027,2.0,0.08108108108108109,1.3513513513513513,0.7567567567567568,2.4054054054054053,24.16216216216216,0.4230769230769231,0.7391304347826086,0.3
17301,2004-2005,Donnell Harvey,PF,24.0,NJN,8.0,1.0,1.0,1.0,1.0,2.0,5.0,16.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,2.0,4.0,35.2,0.2,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,5.333333333333333,1.0,1.0,
17300,2004-2005,Jason Hart,PG,26.0,CHA,706.0,367.0,14.0,102.0,99.0,18.0,185.0,1887.0,74.0,27.0,167.0,200.0,573.0,95.0,35.0,257.0,157.0,16.9,4.8,9.54054054054054,4.95945945945946,0.1891891891891892,1.3783783783783783,1.337837837837838,2.7432432432432434,25.5,0.44851657940663175,0.785,0.3684210526315789
